The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,entity_name,entity_type,type,count,amount
1,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744103,pincodes,TOTAL,5742,19401964.77965755
2,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744101,pincodes,TOTAL,5156,15501306.227195919
3,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744102,pincodes,TOTAL,3925,16683547.094795756
4,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744105,pincodes,TOTAL,3553,11588669.48032856
5,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744104,pincodes,TOTAL,2833,9141657.219605077
6,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744211,pincodes,TOTAL,1511,5794838.401831552
7,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744202,pincodes,TOTAL,1112,3613381.294736007
8,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744107,pincodes,TOTAL,1029,3592930.2975779255
9,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744301,pincodes,TOTAL,920,4652963.41114777
10,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,744112,pincodes,TOTAL,802,1893718.6537822199
11,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,south andaman,districts,TOTAL,25683,85501972.38780196
12,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,north and middle andaman,districts,TOTAL,3264,9561708.736298349
13,state,andaman-&-nicobar-islands,2019,2019-01-01,2019-03-31,nicobars,districts,TOTAL,1539,7236059.549389593
14,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744104,pincodes,TOTAL,6142,15625676.560883244
15,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744103,pincodes,TOTAL,5847,23751450.067206983
16,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744101,pincodes,TOTAL,4863,19061125.41121897
17,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744102,pincodes,TOTAL,4120,18948733.987097777
18,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744105,pincodes,TOTAL,3500,13418692.199162653
19,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744202,pincodes,TOTAL,1153,3619993.3910789257
20,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744107,pincodes,TOTAL,1124,2967445.3902032813
21,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744211,pincodes,TOTAL,1047,3168331.9917352106
22,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744301,pincodes,TOTAL,1007,4849284.51925976
23,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,744112,pincodes,TOTAL,763,2928099.608406143
24,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,south andaman,districts,TOTAL,28490,102530955.71341258
25,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,north and middle andaman,districts,TOTAL,3371,8612103.13788812
26,state,andaman-&-nicobar-islands,2019,2019-04-01,2019-06-30,nicobars,districts,TOTAL,1828,9111650.82436246
27,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744103,pincodes,TOTAL,5680,19906337.014255583
28,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744101,pincodes,TOTAL,5606,18745152.093515635
29,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744104,pincodes,TOTAL,4786,15754793.354826454
30,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744102,pincodes,TOTAL,3643,14572605.602745283
31,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744105,pincodes,TOTAL,3512,11767223.99688773
32,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744202,pincodes,TOTAL,1417,3875602.0982028744
33,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744301,pincodes,TOTAL,1402,6195496.621729916
34,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744211,pincodes,TOTAL,1118,2983697.449378184
35,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744107,pincodes,TOTAL,914,1988299.759710987
36,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,744112,pincodes,TOTAL,833,2198831.6919406196
37,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,south andaman,districts,TOTAL,27421,91023888.32848613
38,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,north and middle andaman,districts,TOTAL,4049,11481466.283356791
39,state,andaman-&-nicobar-islands,2019,2019-07-01,2019-09-30,nicobars,districts,TOTAL,2300,11566421.475451011
40,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744104,pincodes,TOTAL,6633,20626642.701508522
41,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744101,pincodes,TOTAL,5282,23247752.473849062
42,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744103,pincodes,TOTAL,4840,19792507.955761045
43,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744105,pincodes,TOTAL,3528,15302141.17488026
44,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744102,pincodes,TOTAL,3237,15350444.97320769
45,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744202,pincodes,TOTAL,1783,5800016.5561128855
46,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744211,pincodes,TOTAL,1596,7908264.721918669
47,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744301,pincodes,TOTAL,1549,7056478.928838715
48,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744201,pincodes,TOTAL,886,946768.0636478986
49,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,744107,pincodes,TOTAL,777,3030368.911900454
50,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,south andaman,districts,TOTAL,27843,110930312.20611623
51,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,north and middle andaman,districts,TOTAL,4716,13524056.784573946
52,state,andaman-&-nicobar-islands,2019,2019-10-01,2019-12-31,nicobars,districts,TOTAL,2600,12384161.52668771
53,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744101,pincodes,TOTAL,55726,190830957.0606181
54,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744103,pincodes,TOTAL,47328,158404100.7854989
55,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744105,pincodes,TOTAL,35467,111571687.43195169
56,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744102,pincodes,TOTAL,23957,80750048.8238959
57,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744211,pincodes,TOTAL,10648,34956327.94105429
58,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744202,pincodes,TOTAL,10597,28127629.877961583
59,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744107,pincodes,TOTAL,8848,19627951.469969153
60,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744104,pincodes,TOTAL,8799,27854306.51949638
61,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744112,pincodes,TOTAL,7113,21084790.0528014
62,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,744301,pincodes,TOTAL,5630,22671937.31314759
63,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,south andaman,districts,TOTAL,207092,669604045.1248703
64,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,north and middle andaman,districts,TOTAL,27358,75027255.27919498
65,state,andaman-&-nicobar-islands,2021,2021-01-01,2021-03-31,nicobars,districts,TOTAL,10302,39075266.9856904
66,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744101,pincodes,TOTAL,73334,227585492.7414593
67,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744103,pincodes,TOTAL,66321,174752815.1688521
68,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744105,pincodes,TOTAL,52645,134835744.22049245
69,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744102,pincodes,TOTAL,34289,100890426.76234055
70,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744202,pincodes,TOTAL,16476,40647907.96960775
71,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744107,pincodes,TOTAL,14524,24690581.539094776
72,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744104,pincodes,TOTAL,11278,28333852.06159348
73,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744211,pincodes,TOTAL,10182,20377949.346094526
74,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744112,pincodes,TOTAL,9635,21637658.167199604
75,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,744301,pincodes,TOTAL,8463,27666837.39688266
76,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,south andaman,districts,TOTAL,286907,760893020.5704947
77,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,north and middle andaman,districts,TOTAL,39200,90233388.79463303
78,state,andaman-&-nicobar-islands,2021,2021-04-01,2021-06-30,nicobars,districts,TOTAL,15307,48020606.74716838
79,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744101,pincodes,TOTAL,11793,58229349.02415232
80,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744103,pincodes,TOTAL,5870,22009443.073053975
81,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744105,pincodes,TOTAL,4635,16774043.311987936
82,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744102,pincodes,TOTAL,3820,14517706.12269676
83,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744211,pincodes,TOTAL,1837,8425387.79004211
84,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744301,pincodes,TOTAL,1819,6901162.107519586
85,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744202,pincodes,TOTAL,1794,5037742.395579022
86,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744104,pincodes,TOTAL,1302,5293130.290633954
87,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744201,pincodes,TOTAL,1157,1242638.821252932
88,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,744107,pincodes,TOTAL,1043,2990354.4448547475
89,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,south andaman,districts,TOTAL,32713,134679396.90582758
90,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,north and middle andaman,districts,TOTAL,5674,14697371.617857102
91,state,andaman-&-nicobar-islands,2020,2020-01-01,2020-03-31,nicobars,districts,TOTAL,2911,12099543.773590053
92,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744101,pincodes,TOTAL,11868,48293323.21851964
93,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744103,pincodes,TOTAL,10035,26197535.98945152
94,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744105,pincodes,TOTAL,9341,23203019.858980607
95,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744102,pincodes,TOTAL,6012,17786750.907515876
96,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744202,pincodes,TOTAL,3722,8924121.010762567
97,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744107,pincodes,TOTAL,2555,3980470.6853698147
98,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744301,pincodes,TOTAL,2275,9055232.527755566
99,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744211,pincodes,TOTAL,2045,3319717.6328789736
100,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744205,pincodes,TOTAL,1847,4459064.90732021
101,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,744104,pincodes,TOTAL,1840,3334591.822304932
102,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,south andaman,districts,TOTAL,48088,132855778.74838585
103,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,north and middle andaman,districts,TOTAL,10979,22447714.061058953
104,state,andaman-&-nicobar-islands,2020,2020-04-01,2020-06-30,nicobars,districts,TOTAL,3895,14341508.60470232
105,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744101,pincodes,TOTAL,24386,100439119.66860783
106,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744103,pincodes,TOTAL,21272,60332278.69396809
107,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744105,pincodes,TOTAL,17166,44061506.56273589
108,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744102,pincodes,TOTAL,13934,43077189.842844136
109,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744202,pincodes,TOTAL,5779,11975748.707876923
110,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744107,pincodes,TOTAL,4753,7628018.669464628
111,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744104,pincodes,TOTAL,3468,7353834.51320935
112,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744112,pincodes,TOTAL,3422,6067986.696111794
113,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744301,pincodes,TOTAL,3071,13352610.531559702
114,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,744205,pincodes,TOTAL,2991,7535645.788593667
115,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,south andaman,districts,TOTAL,95323,282366109.20523936
116,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,north and middle andaman,districts,TOTAL,16747,33486883.37042556
117,state,andaman-&-nicobar-islands,2020,2020-07-01,2020-09-30,nicobars,districts,TOTAL,5413,22166453.754695382
118,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744103,pincodes,TOTAL,46884,138264791.5489212
119,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744101,pincodes,TOTAL,40392,136401368.02166596
120,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744105,pincodes,TOTAL,34410,87838226.93633425
121,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744102,pincodes,TOTAL,26694,76348598.32238364
122,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744202,pincodes,TOTAL,10949,25543799.074759968
123,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744107,pincodes,TOTAL,9743,18083250.19055397
124,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744104,pincodes,TOTAL,7654,19126095.533284884
125,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744112,pincodes,TOTAL,7016,15890275.050448488
126,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744205,pincodes,TOTAL,5118,12002695.281042248
127,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,744201,pincodes,TOTAL,5011,6777275.536669218
128,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,south andaman,districts,TOTAL,186494,523122462.883029
129,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,north and middle andaman,districts,TOTAL,29349,68941322.38839513
130,state,andaman-&-nicobar-islands,2020,2020-10-01,2020-12-31,nicobars,districts,TOTAL,8688,35218871.04342848
131,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744101,pincodes,TOTAL,1622,2769297.9039997994
132,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744103,pincodes,TOTAL,1223,2238041.8716124697
133,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744102,pincodes,TOTAL,969,3519059.937562449
134,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744105,pincodes,TOTAL,685,1298560.9515503529
135,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744104,pincodes,TOTAL,340,1039715.3111450541
136,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744107,pincodes,TOTAL,302,556059.5308556345
137,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744301,pincodes,TOTAL,283,445739.1633851439
138,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744112,pincodes,TOTAL,269,333709.56700413954
139,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744202,pincodes,TOTAL,193,238914.01667155625
140,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,744302,pincodes,TOTAL,168,547469.6509380838
141,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,south andaman,districts,TOTAL,5688,12560249.343665812
142,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,nicobars,districts,TOTAL,528,1139848.801225994
143,state,andaman-&-nicobar-islands,2018,2018-01-01,2018-03-31,north and middle andaman,districts,TOTAL,442,931663.0770939873
144,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744101,pincodes,TOTAL,2701,6310089.917084678
145,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744103,pincodes,TOTAL,1965,4752146.698501162
146,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744102,pincodes,TOTAL,1525,5810267.574788321
147,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744105,pincodes,TOTAL,997,2200332.971862734
148,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744301,pincodes,TOTAL,767,1953749.3787199226
149,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744104,pincodes,TOTAL,659,1650346.1906506256
150,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744107,pincodes,TOTAL,594,1601569.9821441039
151,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744112,pincodes,TOTAL,432,578829.1795229593
152,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744202,pincodes,TOTAL,405,626523.9803147907
153,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,744302,pincodes,TOTAL,291,1026590.0735863491
154,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,south andaman,districts,TOTAL,9395,23948235.51634325
155,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,nicobars,districts,TOTAL,1120,3072436.9081196385
156,state,andaman-&-nicobar-islands,2018,2018-04-01,2018-06-30,north and middle andaman,districts,TOTAL,825,1317863.0834906558
157,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744101,pincodes,TOTAL,3462,10833893.444488766
158,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744103,pincodes,TOTAL,3182,10184154.358592123
159,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744102,pincodes,TOTAL,2224,10365275.479700703
160,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744105,pincodes,TOTAL,1613,5152534.080403434
161,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744104,pincodes,TOTAL,1029,2588077.6866583927
162,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744301,pincodes,TOTAL,975,4256576.349618757
163,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744112,pincodes,TOTAL,579,1145815.7801705198
164,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744107,pincodes,TOTAL,547,1492405.302862124
165,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744302,pincodes,TOTAL,417,1976781.9199490356
166,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,744202,pincodes,TOTAL,341,2099404.0789861116
167,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,south andaman,districts,TOTAL,13511,44268112.46425246
168,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,nicobars,districts,TOTAL,1471,6387829.151558982
169,state,andaman-&-nicobar-islands,2018,2018-07-01,2018-09-30,north and middle andaman,districts,TOTAL,1283,4901529.518499676
170,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744101,pincodes,TOTAL,4674,16392855.280625317
171,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744103,pincodes,TOTAL,4576,17022520.257624768
172,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744102,pincodes,TOTAL,3306,17019977.183053624
173,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744105,pincodes,TOTAL,2513,9935282.832151461
174,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744104,pincodes,TOTAL,1432,6091757.917089159
175,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744211,pincodes,TOTAL,1225,3451359.606027063
176,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744301,pincodes,TOTAL,928,4606293.657525641
177,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744112,pincodes,TOTAL,759,2208675.0435713646
178,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744107,pincodes,TOTAL,747,1825659.5128978956
179,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,744202,pincodes,TOTAL,702,3797054.1677634423
180,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,south andaman,districts,TOTAL,20136,75411840.8018554
181,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,north and middle andaman,districts,TOTAL,2137,7955635.917688001
182,state,andaman-&-nicobar-islands,2018,2018-10-01,2018-12-31,nicobars,districts,TOTAL,1485,7180859.354911782
183,state,tamil-nadu,2019,2019-01-01,2019-03-31,600003,pincodes,TOTAL,8217185,12799152324.27052
184,state,tamil-nadu,2019,2019-01-01,2019-03-31,641001,pincodes,TOTAL,1337996,2370445180.2124534
185,state,tamil-nadu,2019,2019-01-01,2019-03-31,600097,pincodes,TOTAL,385521,514070417.7926743
186,state,tamil-nadu,2019,2019-01-01,2019-03-31,600119,pincodes,TOTAL,379501,519174547.9382769
187,state,tamil-nadu,2019,2019-01-01,2019-03-31,636015,pincodes,TOTAL,344088,591547622.9547863
188,state,tamil-nadu,2019,2019-01-01,2019-03-31,641601,pincodes,TOTAL,321373,579706051.0532844
189,state,tamil-nadu,2019,2019-01-01,2019-03-31,635126,pincodes,TOTAL,285441,468046147.18516535
190,state,tamil-nadu,2019,2019-01-01,2019-03-31,602105,pincodes,TOTAL,282825,345351598.74653083
191,state,tamil-nadu,2019,2019-01-01,2019-03-31,600130,pincodes,TOTAL,264329,377930074.5760394
192,state,tamil-nadu,2019,2019-01-01,2019-03-31,620001,pincodes,TOTAL,255536,449790726.2631589
193,state,tamil-nadu,2019,2019-01-01,2019-03-31,chennai,districts,TOTAL,11642449,18810971714.51368
194,state,tamil-nadu,2019,2019-01-01,2019-03-31,chengalpattu,districts,TOTAL,3285713,4918695631.396448
195,state,tamil-nadu,2019,2019-01-01,2019-03-31,coimbatore,districts,TOTAL,2709665,5072064993.630945
196,state,tamil-nadu,2019,2019-01-01,2019-03-31,thiruvallur,districts,TOTAL,2305713,3957616692.241628
197,state,tamil-nadu,2019,2019-01-01,2019-03-31,kancheepuram,districts,TOTAL,1732340,2735468905.1703753
198,state,tamil-nadu,2019,2019-01-01,2019-03-31,tiruppur,districts,TOTAL,1078231,2186722074.262658
199,state,tamil-nadu,2019,2019-01-01,2019-03-31,salem,districts,TOTAL,949562,1916555034.6953974
200,state,tamil-nadu,2019,2019-01-01,2019-03-31,krishnagiri,districts,TOTAL,848874,1549327562.4754324
201,state,tamil-nadu,2019,2019-01-01,2019-03-31,tiruchirappalli,districts,TOTAL,739515,1460934059.6618776
202,state,tamil-nadu,2019,2019-01-01,2019-03-31,madurai,districts,TOTAL,662080,1386372054.5139372
203,state,tamil-nadu,2019,2019-04-01,2019-06-30,600003,pincodes,TOTAL,6992850,13700604318.48539
204,state,tamil-nadu,2019,2019-04-01,2019-06-30,641001,pincodes,TOTAL,1739607,4031103255.4825172
205,state,tamil-nadu,2019,2019-04-01,2019-06-30,600097,pincodes,TOTAL,445866,585669742.30745
206,state,tamil-nadu,2019,2019-04-01,2019-06-30,600119,pincodes,TOTAL,434002,596518369.3512512
207,state,tamil-nadu,2019,2019-04-01,2019-06-30,641601,pincodes,TOTAL,422511,937053319.0659298
208,state,tamil-nadu,2019,2019-04-01,2019-06-30,636015,pincodes,TOTAL,412809,917369003.8631979
209,state,tamil-nadu,2019,2019-04-01,2019-06-30,600100,pincodes,TOTAL,302921,491600273.48694897
210,state,tamil-nadu,2019,2019-04-01,2019-06-30,620001,pincodes,TOTAL,301929,661158989.2982836
211,state,tamil-nadu,2019,2019-04-01,2019-06-30,600130,pincodes,TOTAL,298156,436263623.9209101
212,state,tamil-nadu,2019,2019-04-01,2019-06-30,638003,pincodes,TOTAL,273109,600958887.6522083
213,state,tamil-nadu,2019,2019-04-01,2019-06-30,chennai,districts,TOTAL,10577435,20366477248.325935
214,state,tamil-nadu,2019,2019-04-01,2019-06-30,chengalpattu,districts,TOTAL,3719692,5655296088.730306
215,state,tamil-nadu,2019,2019-04-01,2019-06-30,coimbatore,districts,TOTAL,3191687,7063644440.487608
216,state,tamil-nadu,2019,2019-04-01,2019-06-30,thiruvallur,districts,TOTAL,2486358,4674408137.818318
217,state,tamil-nadu,2019,2019-04-01,2019-06-30,kancheepuram,districts,TOTAL,1656532,2936409443.5988774
218,state,tamil-nadu,2019,2019-04-01,2019-06-30,tiruppur,districts,TOTAL,1179119,2631888252.799778
219,state,tamil-nadu,2019,2019-04-01,2019-06-30,salem,districts,TOTAL,1018100,2340941775.7458673
220,state,tamil-nadu,2019,2019-04-01,2019-06-30,tiruchirappalli,districts,TOTAL,776306,1748258486.2944927
221,state,tamil-nadu,2019,2019-04-01,2019-06-30,madurai,districts,TOTAL,741073,1703311128.1845107
222,state,tamil-nadu,2019,2019-04-01,2019-06-30,krishnagiri,districts,TOTAL,663016,1504554589.8086202
223,state,tamil-nadu,2019,2019-07-01,2019-09-30,600003,pincodes,TOTAL,6406756,14709936634.889
224,state,tamil-nadu,2019,2019-07-01,2019-09-30,641001,pincodes,TOTAL,1998001,5484926978.195975
225,state,tamil-nadu,2019,2019-07-01,2019-09-30,600119,pincodes,TOTAL,722934,796879009.5874771
226,state,tamil-nadu,2019,2019-07-01,2019-09-30,600097,pincodes,TOTAL,649021,734602492.2289515
227,state,tamil-nadu,2019,2019-07-01,2019-09-30,636015,pincodes,TOTAL,512223,1307747080.3076725
228,state,tamil-nadu,2019,2019-07-01,2019-09-30,641601,pincodes,TOTAL,510742,1301324485.20942
229,state,tamil-nadu,2019,2019-07-01,2019-09-30,600130,pincodes,TOTAL,451652,552719273.3423706
230,state,tamil-nadu,2019,2019-07-01,2019-09-30,600100,pincodes,TOTAL,422801,601833751.4182258
231,state,tamil-nadu,2019,2019-07-01,2019-09-30,620001,pincodes,TOTAL,373860,917332900.1667721
232,state,tamil-nadu,2019,2019-07-01,2019-09-30,602105,pincodes,TOTAL,335042,449183531.5210887
233,state,tamil-nadu,2019,2019-07-01,2019-09-30,chennai,districts,TOTAL,11333032,23024193806.41262
234,state,tamil-nadu,2019,2019-07-01,2019-09-30,chengalpattu,districts,TOTAL,5765425,7255276540.840912
235,state,tamil-nadu,2019,2019-07-01,2019-09-30,coimbatore,districts,TOTAL,4303835,9457627886.22332
