The currently activated Python version 2.7.16 is not supported by the project (^3.9).
Trying to find and use a compatible version. 
Using python3 (3.9.6)
id,aggregated_by,aggregate_name,year,start_date,end_date,entity_name,entity_type,type,count,amount
3973,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,193201,pincodes,TOTAL,69507,22897627.597826526
3974,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,193121,pincodes,TOTAL,46471,21975309.55657
3975,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,193501,pincodes,TOTAL,40579,11778024.38557192
3976,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,191111,pincodes,TOTAL,27686,13654492.261395518
3977,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,193502,pincodes,TOTAL,19367,11423662.932068914
3978,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,192231,pincodes,TOTAL,18472,9342995.671088854
3979,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,193401,pincodes,TOTAL,18168,7404778.507605169
3980,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,190002,pincodes,TOTAL,17682,28400289.65809415
3981,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,191131,pincodes,TOTAL,15890,4737527.134788364
3982,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,poonch,districts,TOTAL,891298,1627868128.4895806
3983,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,baramulla,districts,TOTAL,188100,100055918.36977984
3984,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,jammu,districts,TOTAL,112434,232232787.92328903
3985,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,srinagar,districts,TOTAL,92244,140893315.71476018
3986,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,budgam,districts,TOTAL,89823,77122240.27552341
3987,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,anantnag,districts,TOTAL,70838,43529509.03427214
3988,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,bandipore,districts,TOTAL,64888,26799256.945810575
3989,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,pulwama,districts,TOTAL,54034,53382825.78039837
3990,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,ganderbal,districts,TOTAL,41415,24295329.738405794
3991,state,jammu-&-kashmir,2018,2018-04-01,2018-06-30,kulgam,districts,TOTAL,30822,17711007.626695573
3992,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,185102,pincodes,TOTAL,1177035,2060010090.0814018
3993,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,193201,pincodes,TOTAL,102540,61415499.14843018
3994,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,193501,pincodes,TOTAL,62453,31246735.569778584
3995,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,193121,pincodes,TOTAL,61015,49955697.06239569
3996,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,190011,pincodes,TOTAL,39127,24180359.167831097
3997,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,191131,pincodes,TOTAL,29625,13873666.399701934
3998,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,191111,pincodes,TOTAL,25734,27096630.835424874
3999,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,192301,pincodes,TOTAL,25505,25243354.486266494
4000,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,190002,pincodes,TOTAL,23857,40365102.420164675
4001,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,193502,pincodes,TOTAL,22666,25199939.203971323
4002,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,poonch,districts,TOTAL,1189512,2093062576.1870332
4003,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,baramulla,districts,TOTAL,210619,195960360.05707502
4004,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,srinagar,districts,TOTAL,154314,270405876.71132636
4005,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,jammu,districts,TOTAL,145123,376452715.050717
4006,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,bandipore,districts,TOTAL,87129,60815662.86494814
4007,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,budgam,districts,TOTAL,74691,120545227.15939458
4008,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,anantnag,districts,TOTAL,69967,95642801.11475599
4009,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,pulwama,districts,TOTAL,65491,93861999.52986418
4010,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,ganderbal,districts,TOTAL,52136,55650497.72050136
4011,state,jammu-&-kashmir,2018,2018-07-01,2018-09-30,udhampur,districts,TOTAL,37014,92258254.83476217
4012,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,185102,pincodes,TOTAL,1624075,2932507535.124842
4013,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,190011,pincodes,TOTAL,32672,18623593.95448696
4014,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,192201,pincodes,TOTAL,31198,19115138.195099093
4015,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,193121,pincodes,TOTAL,29674,47067881.92785947
4016,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,193201,pincodes,TOTAL,29458,37905052.48973395
4017,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,182101,pincodes,TOTAL,27848,90757026.62235618
4018,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,190002,pincodes,TOTAL,23920,51997414.94425546
4019,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,191111,pincodes,TOTAL,19579,36349889.30540928
4020,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,180001,pincodes,TOTAL,19468,44373034.221391395
4021,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,190001,pincodes,TOTAL,18949,60332952.98358713
4022,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,poonch,districts,TOTAL,1642053,2992752160.889104
4023,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,jammu,districts,TOTAL,226829,670989049.2596997
4024,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,srinagar,districts,TOTAL,144970,329216330.48735344
4025,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,baramulla,districts,TOTAL,109702,212164676.56823462
4026,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,anantnag,districts,TOTAL,79193,110778790.88365649
4027,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,budgam,districts,TOTAL,75940,175490225.93721515
4028,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,kathua,districts,TOTAL,50640,115344936.11363688
4029,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,udhampur,districts,TOTAL,50056,158443928.52744907
4030,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,kupwara,districts,TOTAL,46637,155148129.95113623
4031,state,jammu-&-kashmir,2018,2018-10-01,2018-12-31,pulwama,districts,TOTAL,43706,109777843.14790586
4032,state,maharashtra,2019,2019-01-01,2019-03-31,400008,pincodes,TOTAL,6494529,10238553958.763014
4033,state,maharashtra,2019,2019-01-01,2019-03-31,411006,pincodes,TOTAL,5641935,9202990658.01836
4034,state,maharashtra,2019,2019-01-01,2019-03-31,411001,pincodes,TOTAL,2376027,3441020708.2644687
4035,state,maharashtra,2019,2019-01-01,2019-03-31,411057,pincodes,TOTAL,1291680,1352213398.9662242
4036,state,maharashtra,2019,2019-01-01,2019-03-31,410501,pincodes,TOTAL,936769,1088531393.1142068
4037,state,maharashtra,2019,2019-01-01,2019-03-31,411033,pincodes,TOTAL,705098,796780363.891503
4038,state,maharashtra,2019,2019-01-01,2019-03-31,411014,pincodes,TOTAL,703615,1011657285.7105505
4039,state,maharashtra,2019,2019-01-01,2019-03-31,421302,pincodes,TOTAL,650588,1016319465.7605121
4040,state,maharashtra,2019,2019-01-01,2019-03-31,411028,pincodes,TOTAL,593884,747314892.8314726
4041,state,maharashtra,2019,2019-01-01,2019-03-31,411041,pincodes,TOTAL,578580,575340284.1574556
4042,state,maharashtra,2019,2019-01-01,2019-03-31,pune,districts,TOTAL,23360634,32233517413.825314
4043,state,maharashtra,2019,2019-01-01,2019-03-31,mumbai,districts,TOTAL,8672352,14116666928.151258
4044,state,maharashtra,2019,2019-01-01,2019-03-31,mumbai suburban,districts,TOTAL,6743762,10706972932.399767
4045,state,maharashtra,2019,2019-01-01,2019-03-31,thane,districts,TOTAL,6590587,10262365751.639568
4046,state,maharashtra,2019,2019-01-01,2019-03-31,nagpur,districts,TOTAL,3417783,4445200035.812227
4047,state,maharashtra,2019,2019-01-01,2019-03-31,nashik,districts,TOTAL,2967544,4544409151.206467
4048,state,maharashtra,2019,2019-01-01,2019-03-31,aurangabad,districts,TOTAL,2792378,3834151759.410431
4049,state,maharashtra,2019,2019-01-01,2019-03-31,ahmednagar,districts,TOTAL,1729326,2957722310.1799498
4050,state,maharashtra,2019,2019-01-01,2019-03-31,palghar,districts,TOTAL,1719894,2564696463.010165
4051,state,maharashtra,2019,2019-01-01,2019-03-31,solapur,districts,TOTAL,1711532,2915291684.2363386
4052,state,maharashtra,2019,2019-04-01,2019-06-30,411006,pincodes,TOTAL,22544991,34073354893.758354
4053,state,maharashtra,2019,2019-04-01,2019-06-30,400008,pincodes,TOTAL,6827030,12401411002.36563
4054,state,maharashtra,2019,2019-04-01,2019-06-30,411057,pincodes,TOTAL,2165856,1701151988.4702284
4055,state,maharashtra,2019,2019-04-01,2019-06-30,411033,pincodes,TOTAL,1250933,1052200366.1481376
4056,state,maharashtra,2019,2019-04-01,2019-06-30,411014,pincodes,TOTAL,1105699,1253903071.6756992
4057,state,maharashtra,2019,2019-04-01,2019-06-30,411041,pincodes,TOTAL,994726,710421676.6720306
4058,state,maharashtra,2019,2019-04-01,2019-06-30,411028,pincodes,TOTAL,822458,919595179.7844033
4059,state,maharashtra,2019,2019-04-01,2019-06-30,410501,pincodes,TOTAL,816802,1127101247.649397
4060,state,maharashtra,2019,2019-04-01,2019-06-30,411046,pincodes,TOTAL,736036,711637511.4949976
4061,state,maharashtra,2019,2019-04-01,2019-06-30,440002,pincodes,TOTAL,684074,1196325635.67382
4062,state,maharashtra,2019,2019-04-01,2019-06-30,pune,districts,TOTAL,44795652,58398808592.1738
4063,state,maharashtra,2019,2019-04-01,2019-06-30,mumbai,districts,TOTAL,9050682,16756255698.406097
4064,state,maharashtra,2019,2019-04-01,2019-06-30,thane,districts,TOTAL,7530876,12313829091.41301
4065,state,maharashtra,2019,2019-04-01,2019-06-30,mumbai suburban,districts,TOTAL,7064507,11847987142.696594
4066,state,maharashtra,2019,2019-04-01,2019-06-30,nagpur,districts,TOTAL,4188658,6025414879.616595
4067,state,maharashtra,2019,2019-04-01,2019-06-30,nashik,districts,TOTAL,3923883,5791332953.556848
4068,state,maharashtra,2019,2019-04-01,2019-06-30,aurangabad,districts,TOTAL,3396197,4796542321.512946
4069,state,maharashtra,2019,2019-04-01,2019-06-30,solapur,districts,TOTAL,1820589,3474067537.180213
4070,state,maharashtra,2019,2019-04-01,2019-06-30,raigad,districts,TOTAL,1818926,3167985278.4983797
4071,state,maharashtra,2019,2019-04-01,2019-06-30,ahmednagar,districts,TOTAL,1790440,3545962730.754202
4072,state,maharashtra,2019,2019-07-01,2019-09-30,411006,pincodes,TOTAL,25995035,42031275308.282005
4073,state,maharashtra,2019,2019-07-01,2019-09-30,400008,pincodes,TOTAL,7234595,14467758895.186302
4074,state,maharashtra,2019,2019-07-01,2019-09-30,411057,pincodes,TOTAL,4113075,2568524077.835992
4075,state,maharashtra,2019,2019-07-01,2019-09-30,411033,pincodes,TOTAL,2374065,1596921146.357568
4076,state,maharashtra,2019,2019-07-01,2019-09-30,411014,pincodes,TOTAL,2158511,1880558906.2308745
4077,state,maharashtra,2019,2019-07-01,2019-09-30,411041,pincodes,TOTAL,1863384,1151240194.4651384
4078,state,maharashtra,2019,2019-07-01,2019-09-30,411028,pincodes,TOTAL,1473236,1359277972.777671
4079,state,maharashtra,2019,2019-07-01,2019-09-30,411046,pincodes,TOTAL,1399162,1112254282.503057
4080,state,maharashtra,2019,2019-07-01,2019-09-30,411038,pincodes,TOTAL,1367646,963376797.4875424
4081,state,maharashtra,2019,2019-07-01,2019-09-30,410501,pincodes,TOTAL,1268839,1480979342.3825912
4082,state,maharashtra,2019,2019-07-01,2019-09-30,pune,districts,TOTAL,67093416,78128868958.39702
4083,state,maharashtra,2019,2019-07-01,2019-09-30,thane,districts,TOTAL,11231012,16108408586.919155
4084,state,maharashtra,2019,2019-07-01,2019-09-30,mumbai,districts,TOTAL,10401047,19947302478.272934
4085,state,maharashtra,2019,2019-07-01,2019-09-30,mumbai suburban,districts,TOTAL,10319061,15257508401.083763
4086,state,maharashtra,2019,2019-07-01,2019-09-30,nashik,districts,TOTAL,7028066,8460253081.126101
4087,state,maharashtra,2019,2019-07-01,2019-09-30,nagpur,districts,TOTAL,6165553,7727440587.3605995
4088,state,maharashtra,2019,2019-07-01,2019-09-30,aurangabad,districts,TOTAL,5823390,6977918217.050415
4089,state,maharashtra,2019,2019-07-01,2019-09-30,solapur,districts,TOTAL,2841225,4598818500.230581
4090,state,maharashtra,2019,2019-07-01,2019-09-30,ahmednagar,districts,TOTAL,2826165,4766032718.090915
4091,state,maharashtra,2019,2019-07-01,2019-09-30,raigad,districts,TOTAL,2748252,4158566617.3787417
4092,state,maharashtra,2019,2019-10-01,2019-12-31,411006,pincodes,TOTAL,32779718,51360244641.273315
4093,state,maharashtra,2019,2019-10-01,2019-12-31,400008,pincodes,TOTAL,10498727,22289347327.905037
4094,state,maharashtra,2019,2019-10-01,2019-12-31,411057,pincodes,TOTAL,5242853,3141185779.034028
4095,state,maharashtra,2019,2019-10-01,2019-12-31,411004,pincodes,TOTAL,4505845,5714251438.585219
4096,state,maharashtra,2019,2019-10-01,2019-12-31,411014,pincodes,TOTAL,3033141,2406336857.5454073
4097,state,maharashtra,2019,2019-10-01,2019-12-31,411033,pincodes,TOTAL,3008684,2018214638.8403163
4098,state,maharashtra,2019,2019-10-01,2019-12-31,411041,pincodes,TOTAL,2544534,1467560436.8215373
4099,state,maharashtra,2019,2019-10-01,2019-12-31,411028,pincodes,TOTAL,1970393,1750661972.7623062
4100,state,maharashtra,2019,2019-10-01,2019-12-31,411046,pincodes,TOTAL,1918669,1432422961.6746247
4101,state,maharashtra,2019,2019-10-01,2019-12-31,411038,pincodes,TOTAL,1808324,1188240881.385167
4102,state,maharashtra,2019,2019-10-01,2019-12-31,pune,districts,TOTAL,91666565,103270644868.1607
4103,state,maharashtra,2019,2019-10-01,2019-12-31,mumbai,districts,TOTAL,14329105,29174555412.502365
4104,state,maharashtra,2019,2019-10-01,2019-12-31,thane,districts,TOTAL,13830713,20280076921.035427
4105,state,maharashtra,2019,2019-10-01,2019-12-31,mumbai suburban,districts,TOTAL,12837253,20156220719.157547
4106,state,maharashtra,2019,2019-10-01,2019-12-31,nashik,districts,TOTAL,10054198,12613474576.88743
4107,state,maharashtra,2019,2019-10-01,2019-12-31,nagpur,districts,TOTAL,8223885,10735621488.951063
4108,state,maharashtra,2019,2019-10-01,2019-12-31,aurangabad,districts,TOTAL,8161133,10014948231.036003
4109,state,maharashtra,2019,2019-10-01,2019-12-31,ahmednagar,districts,TOTAL,4236391,7088367322.635469
4110,state,maharashtra,2019,2019-10-01,2019-12-31,solapur,districts,TOTAL,3759589,6462184396.413737
4111,state,maharashtra,2019,2019-10-01,2019-12-31,raigad,districts,TOTAL,3562595,5355626917.650449
4112,state,maharashtra,2021,2021-01-01,2021-03-31,411004,pincodes,TOTAL,99287169,142692099313.189
4113,state,maharashtra,2021,2021-01-01,2021-03-31,400070,pincodes,TOTAL,25090098,39416189451.46673
4114,state,maharashtra,2021,2021-01-01,2021-03-31,444510,pincodes,TOTAL,14752939,29459240170.90883
4115,state,maharashtra,2021,2021-01-01,2021-03-31,410501,pincodes,TOTAL,5597174,5283710135.059421
4116,state,maharashtra,2021,2021-01-01,2021-03-31,411033,pincodes,TOTAL,5167231,4454661003.7049465
4117,state,maharashtra,2021,2021-01-01,2021-03-31,411014,pincodes,TOTAL,5011718,4006389874.363821
4118,state,maharashtra,2021,2021-01-01,2021-03-31,411057,pincodes,TOTAL,4560933,3672139833.675662
4119,state,maharashtra,2021,2021-01-01,2021-03-31,411041,pincodes,TOTAL,3970507,3298137065.526967
4120,state,maharashtra,2021,2021-01-01,2021-03-31,440012,pincodes,TOTAL,3927031,7099760065.066556
4121,state,maharashtra,2021,2021-01-01,2021-03-31,411046,pincodes,TOTAL,3668053,3582816058.737564
4122,state,maharashtra,2021,2021-01-01,2021-03-31,pune,districts,TOTAL,208930588,253623629237.65793
4123,state,maharashtra,2021,2021-01-01,2021-03-31,mumbai suburban,districts,TOTAL,49079788,75911506798.24135
4124,state,maharashtra,2021,2021-01-01,2021-03-31,thane,districts,TOTAL,33503449,48840960311.87904
4125,state,maharashtra,2021,2021-01-01,2021-03-31,nashik,districts,TOTAL,27235543,41832846588.20086
4126,state,maharashtra,2021,2021-01-01,2021-03-31,aurangabad,districts,TOTAL,20324679,29945191784.134216
4127,state,maharashtra,2021,2021-01-01,2021-03-31,nagpur,districts,TOTAL,20132732,31261594334.217766
4128,state,maharashtra,2021,2021-01-01,2021-03-31,washim,districts,TOTAL,16119131,32164445523.209106
4129,state,maharashtra,2021,2021-01-01,2021-03-31,ahmednagar,districts,TOTAL,14942900,27709537707.314117
4130,state,maharashtra,2021,2021-01-01,2021-03-31,solapur,districts,TOTAL,13720797,26445846333.97523
4131,state,maharashtra,2021,2021-01-01,2021-03-31,raigad,districts,TOTAL,10673549,15596964081.61911
4132,state,maharashtra,2021,2021-04-01,2021-06-30,411004,pincodes,TOTAL,120795663,186134320440.93646
4133,state,maharashtra,2021,2021-04-01,2021-06-30,400070,pincodes,TOTAL,27988960,44355645215.55112
4134,state,maharashtra,2021,2021-04-01,2021-06-30,444510,pincodes,TOTAL,25401557,51689666317.88881
4135,state,maharashtra,2021,2021-04-01,2021-06-30,410501,pincodes,TOTAL,5820240,5718928168.939413
4136,state,maharashtra,2021,2021-04-01,2021-06-30,440012,pincodes,TOTAL,4911423,9162320983.838173
4137,state,maharashtra,2021,2021-04-01,2021-06-30,411033,pincodes,TOTAL,4333078,4447067830.754314
4138,state,maharashtra,2021,2021-04-01,2021-06-30,431001,pincodes,TOTAL,4313072,7018036781.23728
4139,state,maharashtra,2021,2021-04-01,2021-06-30,411014,pincodes,TOTAL,3826381,3573102470.8404264
4140,state,maharashtra,2021,2021-04-01,2021-06-30,412105,pincodes,TOTAL,3522643,4155458263.9432354
4141,state,maharashtra,2021,2021-04-01,2021-06-30,411057,pincodes,TOTAL,3471054,3320265998.5346704
4142,state,maharashtra,2021,2021-04-01,2021-06-30,pune,districts,TOTAL,218732925,298657497266.99304
4143,state,maharashtra,2021,2021-04-01,2021-06-30,mumbai suburban,districts,TOTAL,51172626,79709409341.93016
4144,state,maharashtra,2021,2021-04-01,2021-06-30,thane,districts,TOTAL,34695330,51834001818.133484
4145,state,maharashtra,2021,2021-04-01,2021-06-30,nashik,districts,TOTAL,28391827,47825836433.598206
4146,state,maharashtra,2021,2021-04-01,2021-06-30,washim,districts,TOTAL,27190170,55251595071.35002
4147,state,maharashtra,2021,2021-04-01,2021-06-30,aurangabad,districts,TOTAL,23744887,36191383377.4905
4148,state,maharashtra,2021,2021-04-01,2021-06-30,nagpur,districts,TOTAL,22506189,36690120293.721405
4149,state,maharashtra,2021,2021-04-01,2021-06-30,ahmednagar,districts,TOTAL,16869500,32660327252.892723
4150,state,maharashtra,2021,2021-04-01,2021-06-30,solapur,districts,TOTAL,16828619,33876247851.21455
4151,state,maharashtra,2021,2021-04-01,2021-06-30,raigad,districts,TOTAL,11509927,16915509520.363083
4152,state,maharashtra,2020,2020-01-01,2020-03-31,411004,pincodes,TOTAL,43278566,64894935103.99599
4153,state,maharashtra,2020,2020-01-01,2020-03-31,400070,pincodes,TOTAL,10817537,21066837485.651253
4154,state,maharashtra,2020,2020-01-01,2020-03-31,411057,pincodes,TOTAL,5637564,3498481662.551411
4155,state,maharashtra,2020,2020-01-01,2020-03-31,411014,pincodes,TOTAL,3577288,2709270512.58689
4156,state,maharashtra,2020,2020-01-01,2020-03-31,411033,pincodes,TOTAL,3338361,2293643428.210578
4157,state,maharashtra,2020,2020-01-01,2020-03-31,411041,pincodes,TOTAL,2822563,1654901853.7680151
4158,state,maharashtra,2020,2020-01-01,2020-03-31,440012,pincodes,TOTAL,2572365,5224820485.536901
4159,state,maharashtra,2020,2020-01-01,2020-03-31,411046,pincodes,TOTAL,2258157,1670905373.9413047
4160,state,maharashtra,2020,2020-01-01,2020-03-31,411028,pincodes,TOTAL,2249726,1954542698.8450613
4161,state,maharashtra,2020,2020-01-01,2020-03-31,410501,pincodes,TOTAL,2085583,2215056414.553487
4162,state,maharashtra,2020,2020-01-01,2020-03-31,pune,districts,TOTAL,107497963,119146177775.3236
4163,state,maharashtra,2020,2020-01-01,2020-03-31,mumbai suburban,districts,TOTAL,23598054,40462122569.6479
4164,state,maharashtra,2020,2020-01-01,2020-03-31,thane,districts,TOTAL,15699451,22551048276.307404
4165,state,maharashtra,2020,2020-01-01,2020-03-31,nashik,districts,TOTAL,12019521,15505749977.367247
4166,state,maharashtra,2020,2020-01-01,2020-03-31,nagpur,districts,TOTAL,10765004,15125508374.00669
4167,state,maharashtra,2020,2020-01-01,2020-03-31,aurangabad,districts,TOTAL,9438690,11942430956.817465
4168,state,maharashtra,2020,2020-01-01,2020-03-31,ahmednagar,districts,TOTAL,5518308,9057699649.519627
4169,state,maharashtra,2020,2020-01-01,2020-03-31,solapur,districts,TOTAL,4939298,8556069047.344244
4170,state,maharashtra,2020,2020-01-01,2020-03-31,mumbai,districts,TOTAL,4716907,8325816941.590815
4171,state,maharashtra,2020,2020-01-01,2020-03-31,raigad,districts,TOTAL,4244606,6091061427.355885
4172,state,maharashtra,2020,2020-04-01,2020-06-30,411004,pincodes,TOTAL,27617700,58352702890.56201
4173,state,maharashtra,2020,2020-04-01,2020-06-30,400070,pincodes,TOTAL,6133707,13985785942.628002
4174,state,maharashtra,2020,2020-04-01,2020-06-30,444510,pincodes,TOTAL,1773268,4869612765.548667
4175,state,maharashtra,2020,2020-04-01,2020-06-30,440012,pincodes,TOTAL,1695433,4365896358.668893
4176,state,maharashtra,2020,2020-04-01,2020-06-30,411057,pincodes,TOTAL,1566812,1588831343.3615618
4177,state,maharashtra,2020,2020-04-01,2020-06-30,411033,pincodes,TOTAL,1473583,1470500760.125216
4178,state,maharashtra,2020,2020-04-01,2020-06-30,410501,pincodes,TOTAL,1370197,1438917505.312336
4179,state,maharashtra,2020,2020-04-01,2020-06-30,421302,pincodes,TOTAL,1268368,1772795394.7374768
4180,state,maharashtra,2020,2020-04-01,2020-06-30,411014,pincodes,TOTAL,1246164,1342419964.1812515
4181,state,maharashtra,2020,2020-04-01,2020-06-30,431003,pincodes,TOTAL,1144503,1537431832.653778
4182,state,maharashtra,2020,2020-04-01,2020-06-30,pune,districts,TOTAL,58840981,94890914730.75931
4183,state,maharashtra,2020,2020-04-01,2020-06-30,mumbai suburban,districts,TOTAL,14673823,26603760478.450813
4184,state,maharashtra,2020,2020-04-01,2020-06-30,thane,districts,TOTAL,12230364,18163626280.67061
4185,state,maharashtra,2020,2020-04-01,2020-06-30,nashik,districts,TOTAL,11893531,17207891612.65169
4186,state,maharashtra,2020,2020-04-01,2020-06-30,nagpur,districts,TOTAL,8581175,13518590358.378927
4187,state,maharashtra,2020,2020-04-01,2020-06-30,aurangabad,districts,TOTAL,7820545,11549930061.996231
4188,state,maharashtra,2020,2020-04-01,2020-06-30,ahmednagar,districts,TOTAL,6617740,11240715303.18826
4189,state,maharashtra,2020,2020-04-01,2020-06-30,solapur,districts,TOTAL,6271738,11057370637.178139
4190,state,maharashtra,2020,2020-04-01,2020-06-30,palghar,districts,TOTAL,4237438,5239353069.683626
4191,state,maharashtra,2020,2020-04-01,2020-06-30,raigad,districts,TOTAL,4056198,5669347658.182283
4192,state,maharashtra,2020,2020-07-01,2020-09-30,411004,pincodes,TOTAL,49082232,94100767700.43585
4193,state,maharashtra,2020,2020-07-01,2020-09-30,400070,pincodes,TOTAL,9322422,19921445454.627357
4194,state,maharashtra,2020,2020-07-01,2020-09-30,410501,pincodes,TOTAL,2801571,3007329077.40823
4195,state,maharashtra,2020,2020-07-01,2020-09-30,411033,pincodes,TOTAL,2579266,2455050777.865257
4196,state,maharashtra,2020,2020-07-01,2020-09-30,411057,pincodes,TOTAL,2246332,1998570489.5234246
4197,state,maharashtra,2020,2020-07-01,2020-09-30,411014,pincodes,TOTAL,2096814,2005776005.6437986
4198,state,maharashtra,2020,2020-07-01,2020-09-30,431001,pincodes,TOTAL,1958007,3661800243.2774534
4199,state,maharashtra,2020,2020-07-01,2020-09-30,431003,pincodes,TOTAL,1924441,2632272615.053278
4200,state,maharashtra,2020,2020-07-01,2020-09-30,440012,pincodes,TOTAL,1886074,4404411879.502844
4201,state,maharashtra,2020,2020-07-01,2020-09-30,411041,pincodes,TOTAL,1815596,1737159508.2047925
4202,state,maharashtra,2020,2020-07-01,2020-09-30,pune,districts,TOTAL,101472134,154366363808.0403
4203,state,maharashtra,2020,2020-07-01,2020-09-30,mumbai suburban,districts,TOTAL,20687558,38421032377.84479
4204,state,maharashtra,2020,2020-07-01,2020-09-30,nashik,districts,TOTAL,17587671,26675908700.898186
4205,state,maharashtra,2020,2020-07-01,2020-09-30,thane,districts,TOTAL,16568232,26708998225.097702
4206,state,maharashtra,2020,2020-07-01,2020-09-30,aurangabad,districts,TOTAL,12231686,19033463159.354687
4207,state,maharashtra,2020,2020-07-01,2020-09-30,nagpur,districts,TOTAL,11746960,18854510864.94963
4208,state,maharashtra,2020,2020-07-01,2020-09-30,ahmednagar,districts,TOTAL,8883332,16593214276.595516
4209,state,maharashtra,2020,2020-07-01,2020-09-30,solapur,districts,TOTAL,8375851,16121372736.652992
4210,state,maharashtra,2020,2020-07-01,2020-09-30,raigad,districts,TOTAL,5427408,8380993717.388746
4211,state,maharashtra,2020,2020-07-01,2020-09-30,palghar,districts,TOTAL,5046305,7298216466.360156
4212,state,maharashtra,2020,2020-10-01,2020-12-31,411004,pincodes,TOTAL,48628369,83733590846.6026
4213,state,maharashtra,2020,2020-10-01,2020-12-31,400070,pincodes,TOTAL,10292942,19437071904.383442
4214,state,maharashtra,2020,2020-10-01,2020-12-31,410501,pincodes,TOTAL,5088128,4921388816.8259945
4215,state,maharashtra,2020,2020-10-01,2020-12-31,444510,pincodes,TOTAL,4444889,10914140072.251568
4216,state,maharashtra,2020,2020-10-01,2020-12-31,411033,pincodes,TOTAL,4384385,3846739778.821233
4217,state,maharashtra,2020,2020-10-01,2020-12-31,411014,pincodes,TOTAL,4117739,3458693807.9549103
4218,state,maharashtra,2020,2020-10-01,2020-12-31,411057,pincodes,TOTAL,3737410,3034627308.599435
4219,state,maharashtra,2020,2020-10-01,2020-12-31,431003,pincodes,TOTAL,3183797,4104217114.676458
4220,state,maharashtra,2020,2020-10-01,2020-12-31,411041,pincodes,TOTAL,3105570,2764392022.9529486
4221,state,maharashtra,2020,2020-10-01,2020-12-31,411046,pincodes,TOTAL,3049281,3141625296.983733
4222,state,maharashtra,2020,2020-10-01,2020-12-31,pune,districts,TOTAL,142350762,182511549425.14313
4223,state,maharashtra,2020,2020-10-01,2020-12-31,mumbai suburban,districts,TOTAL,31947471,52567087497.07483
4224,state,maharashtra,2020,2020-10-01,2020-12-31,thane,districts,TOTAL,30073494,43911916102.08778
