id,aggregated_by,aggregate_name,year,start_date,end_date,brand,count,percentage
2533,state,maharashtra,2020,2020-01-01,2020-03-31,Vivo,4396537,0.16800945721154414
2534,state,maharashtra,2020,2020-01-01,2020-03-31,Oppo,3377366,0.1290628120415509
2535,state,maharashtra,2020,2020-01-01,2020-03-31,Realme,1031169,0.039405137266755805
2536,state,maharashtra,2020,2020-01-01,2020-03-31,Apple,815679,0.031170392981761583
2537,state,maharashtra,2020,2020-01-01,2020-03-31,OnePlus,715746,0.027351548948941835
2538,state,maharashtra,2020,2020-01-01,2020-03-31,Motorola,704678,0.026928595912855166
2539,state,maharashtra,2020,2020-01-01,2020-03-31,Lenovo,387278,0.014799458430572152
2540,state,maharashtra,2020,2020-01-01,2020-03-31,Huawei,338054,0.012918410341637373
2541,state,maharashtra,2020,2020-01-01,2020-03-31,Others,1952393,0.074608831494792
2542,state,maharashtra,2020,2020-04-01,2020-06-30,Xiaomi,7291300,0.25347742746188906
2543,state,maharashtra,2020,2020-04-01,2020-06-30,Samsung,6335245,0.22024078078542855
2544,state,maharashtra,2020,2020-04-01,2020-06-30,Vivo,4942835,0.17183452884514233
2545,state,maharashtra,2020,2020-04-01,2020-06-30,Oppo,3797269,0.13200965225690617
2546,state,maharashtra,2020,2020-04-01,2020-06-30,Realme,1160245,0.040335182728116994
2547,state,maharashtra,2020,2020-04-01,2020-06-30,Apple,858658,0.02985070164573817
2548,state,maharashtra,2020,2020-04-01,2020-06-30,OnePlus,742365,0.025807849140447554
2549,state,maharashtra,2020,2020-04-01,2020-06-30,Motorola,742088,0.02579821941085106
2550,state,maharashtra,2020,2020-04-01,2020-06-30,Lenovo,406197,0.014121181490644596
2551,state,maharashtra,2020,2020-04-01,2020-06-30,Huawei,362725,0.012609904938229631
2552,state,maharashtra,2020,2020-04-01,2020-06-30,Others,2126159,0.07391457129660589
2553,state,maharashtra,2020,2020-07-01,2020-09-30,Xiaomi,7895486,0.2513724424826326
2554,state,maharashtra,2020,2020-07-01,2020-09-30,Samsung,6914730,0.2201476348901048
2555,state,maharashtra,2020,2020-07-01,2020-09-30,Vivo,5536849,0.17627936478989661
2556,state,maharashtra,2020,2020-07-01,2020-09-30,Oppo,4210793,0.13406107251646976
2557,state,maharashtra,2020,2020-07-01,2020-09-30,Realme,1316605,0.041917396172299774
2558,state,maharashtra,2020,2020-07-01,2020-09-30,Apple,911356,0.029015285910354613
2559,state,maharashtra,2020,2020-07-01,2020-09-30,OnePlus,778193,0.024775710467080467
2560,state,maharashtra,2020,2020-07-01,2020-09-30,Motorola,776080,0.024708437854480583
2561,state,maharashtra,2020,2020-07-01,2020-09-30,Lenovo,423666,0.013488461282414661
2562,state,maharashtra,2020,2020-07-01,2020-09-30,Huawei,386542,0.012306526369893095
2563,state,maharashtra,2020,2020-07-01,2020-09-30,Others,2259213,0.07192766726437305
2564,state,maharashtra,2020,2020-10-01,2020-12-31,Xiaomi,8584570,0.24931495940580317
2565,state,maharashtra,2020,2020-10-01,2020-12-31,Samsung,7578573,0.2200985745178752
2566,state,maharashtra,2020,2020-10-01,2020-12-31,Vivo,6188503,0.17972785756627194
2567,state,maharashtra,2020,2020-10-01,2020-12-31,Oppo,4665421,0.13549417702062908
2568,state,maharashtra,2020,2020-10-01,2020-12-31,Realme,1504255,0.04368690269413336
2569,state,maharashtra,2020,2020-10-01,2020-12-31,Apple,983306,0.02855738790335249
2570,state,maharashtra,2020,2020-10-01,2020-12-31,OnePlus,822805,0.023896082759403428
2571,state,maharashtra,2020,2020-10-01,2020-12-31,Motorola,813317,0.023620530188355342
2572,state,maharashtra,2020,2020-10-01,2020-12-31,Lenovo,444638,0.012913274039384326
2573,state,maharashtra,2020,2020-10-01,2020-12-31,Huawei,413761,0.012016537452511253
2574,state,maharashtra,2020,2020-10-01,2020-12-31,Others,2433482,0.07067371645228039
2575,state,maharashtra,2018,2018-01-01,2018-03-31,Xiaomi,1606618,0.26307836555922604
2576,state,maharashtra,2018,2018-01-01,2018-03-31,Samsung,1354403,0.2217789963441916
2577,state,maharashtra,2018,2018-01-01,2018-03-31,Vivo,722501,0.1183071409600206
2578,state,maharashtra,2018,2018-01-01,2018-03-31,Oppo,611419,0.10011783211183767
2579,state,maharashtra,2018,2018-01-01,2018-03-31,Motorola,250397,0.04100167774849623
2580,state,maharashtra,2018,2018-01-01,2018-03-31,OnePlus,250269,0.04098071817329442
2581,state,maharashtra,2018,2018-01-01,2018-03-31,Apple,240145,0.03932294677217629
2582,state,maharashtra,2018,2018-01-01,2018-03-31,Realme,238202,0.03900478697048008
2583,state,maharashtra,2018,2018-01-01,2018-03-31,Lenovo,157770,0.02583431390304297
2584,state,maharashtra,2018,2018-01-01,2018-03-31,Huawei,77241,0.012647957407523242
2585,state,maharashtra,2018,2018-01-01,2018-03-31,Others,598029,0.09792526404971087
2586,state,maharashtra,2018,2018-04-01,2018-06-30,Xiaomi,2177364,0.2648097489154892
2587,state,maharashtra,2018,2018-04-01,2018-06-30,Samsung,1813491,0.2205557253497805
2588,state,maharashtra,2018,2018-04-01,2018-06-30,Vivo,1030036,0.12527238189568435
2589,state,maharashtra,2018,2018-04-01,2018-06-30,Oppo,852747,0.10371059637177646
2590,state,maharashtra,2018,2018-04-01,2018-06-30,Motorola,326189,0.039670917305969285
2591,state,maharashtra,2018,2018-04-01,2018-06-30,Realme,312225,0.03797262371157906
2592,state,maharashtra,2018,2018-04-01,2018-06-30,OnePlus,312199,0.0379694616066339
2593,state,maharashtra,2018,2018-04-01,2018-06-30,Apple,308656,0.037538563998146035
2594,state,maharashtra,2018,2018-04-01,2018-06-30,Lenovo,200468,0.02438080208251367
2595,state,maharashtra,2018,2018-04-01,2018-06-30,Huawei,103831,0.012627866098476949
2596,state,maharashtra,2018,2018-04-01,2018-06-30,Others,785165,0.09549131266395058
2597,state,maharashtra,2018,2018-07-01,2018-09-30,Xiaomi,2766078,0.26507611427774114
2598,state,maharashtra,2018,2018-07-01,2018-09-30,Samsung,2300594,0.22046830134605228
2599,state,maharashtra,2018,2018-07-01,2018-09-30,Vivo,1399253,0.13409186152070626
2600,state,maharashtra,2018,2018-07-01,2018-09-30,Oppo,1125654,0.10787258650739294
2601,state,maharashtra,2018,2018-07-01,2018-09-30,Realme,390608,0.03743236844579217
2602,state,maharashtra,2018,2018-07-01,2018-09-30,Motorola,388369,0.03721780276114124
2603,state,maharashtra,2018,2018-07-01,2018-09-30,Apple,375379,0.035972957632237484
2604,state,maharashtra,2018,2018-07-01,2018-09-30,OnePlus,373333,0.035776887337107606
2605,state,maharashtra,2018,2018-07-01,2018-09-30,Lenovo,228516,0.02189892451705711
2606,state,maharashtra,2018,2018-07-01,2018-09-30,Huawei,134410,0.012880649251420672
2607,state,maharashtra,2018,2018-07-01,2018-09-30,Others,952839,0.0913115464033511
2608,state,maharashtra,2018,2018-10-01,2018-12-31,Xiaomi,3540182,0.26455591789383665
2609,state,maharashtra,2018,2018-10-01,2018-12-31,Samsung,2956289,0.2209219045671811
2610,state,maharashtra,2018,2018-10-01,2018-12-31,Vivo,1906545,0.14247509378921897
2611,state,maharashtra,2018,2018-10-01,2018-12-31,Oppo,1510894,0.1129083049996555
2612,state,maharashtra,2018,2018-10-01,2018-12-31,Realme,492198,0.0367816947477589
2613,state,maharashtra,2018,2018-10-01,2018-12-31,Apple,470804,0.0351829325068852
2614,state,maharashtra,2018,2018-10-01,2018-12-31,Motorola,466650,0.03487250629633134
2615,state,maharashtra,2018,2018-10-01,2018-12-31,OnePlus,454556,0.03396872810893643
2616,state,maharashtra,2018,2018-10-01,2018-12-31,Lenovo,269382,0.020130773580024276
2617,state,maharashtra,2018,2018-10-01,2018-12-31,Huawei,175714,0.0131310137605348
2618,state,maharashtra,2018,2018-10-01,2018-12-31,Others,1138388,0.08507112974963685
2619,state,odisha,2019,2019-01-01,2019-03-31,Xiaomi,1230535,0.2847970164397613
2620,state,odisha,2019,2019-01-01,2019-03-31,Samsung,784152,0.18148541084590988
2621,state,odisha,2019,2019-01-01,2019-03-31,Vivo,594900,0.137684620981942
2622,state,odisha,2019,2019-01-01,2019-03-31,Oppo,518202,0.11993351145080569
2623,state,odisha,2019,2019-01-01,2019-03-31,Realme,263954,0.06108994191741052
2624,state,odisha,2019,2019-01-01,2019-03-31,Motorola,125291,0.028997552273404767
2625,state,odisha,2019,2019-01-01,2019-03-31,Lenovo,112677,0.02607814765234876
2626,state,odisha,2019,2019-01-01,2019-03-31,Micromax,99130,0.022942807997881846
2627,state,odisha,2019,2019-01-01,2019-03-31,Huawei,73550,0.017022531304793805
2628,state,odisha,2019,2019-01-01,2019-03-31,OnePlus,59794,0.013838820351309867
2629,state,odisha,2019,2019-01-01,2019-03-31,Others,458559,0.10612963878443157
2630,state,odisha,2019,2019-04-01,2019-06-30,Xiaomi,1391200,0.2871201081282109
2631,state,odisha,2019,2019-04-01,2019-06-30,Samsung,881637,0.18195493873622162
2632,state,odisha,2019,2019-04-01,2019-06-30,Vivo,682782,0.1409146360465757
2633,state,odisha,2019,2019-04-01,2019-06-30,Oppo,593176,0.12242147589064092
2634,state,odisha,2019,2019-04-01,2019-06-30,Realme,297123,0.06132115288051928
2635,state,odisha,2019,2019-04-01,2019-06-30,Motorola,136819,0.02823712339993796
2636,state,odisha,2019,2019-04-01,2019-06-30,Lenovo,122285,0.0252375520575462
2637,state,odisha,2019,2019-04-01,2019-06-30,Micromax,99348,0.020503743891835464
2638,state,odisha,2019,2019-04-01,2019-06-30,Huawei,83057,0.017141557519267405
2639,state,odisha,2019,2019-04-01,2019-06-30,OnePlus,64067,0.013222343277350553
2640,state,odisha,2019,2019-04-01,2019-06-30,Others,493865,0.10192536817189397
2641,state,odisha,2019,2019-07-01,2019-09-30,Xiaomi,1558315,0.2892620278886526
2642,state,odisha,2019,2019-07-01,2019-09-30,Samsung,971154,0.18027034035620298
2643,state,odisha,2019,2019-07-01,2019-09-30,Vivo,777999,0.14441596752604177
2644,state,odisha,2019,2019-07-01,2019-09-30,Oppo,668633,0.12411491739043352
2645,state,odisha,2019,2019-07-01,2019-09-30,Realme,338592,0.0628510978504825
2646,state,odisha,2019,2019-07-01,2019-09-30,Motorola,145106,0.026935283186525712
2647,state,odisha,2019,2019-07-01,2019-09-30,Lenovo,122379,0.022716586640689086
2648,state,odisha,2019,2019-07-01,2019-09-30,Micromax,106103,0.01969535616680177
2649,state,odisha,2019,2019-07-01,2019-09-30,Huawei,93805,0.01741254144771439
2650,state,odisha,2019,2019-07-01,2019-09-30,OnePlus,68521,0.012719202095185095
2651,state,odisha,2019,2019-07-01,2019-09-30,Others,536602,0.0996066794512706
2652,state,odisha,2019,2019-10-01,2019-12-31,Xiaomi,1777383,0.29063400319546756
2653,state,odisha,2019,2019-10-01,2019-12-31,Samsung,1091395,0.17846265994302707
2654,state,odisha,2019,2019-10-01,2019-12-31,Vivo,904183,0.14785013973425393
2655,state,odisha,2019,2019-10-01,2019-12-31,Oppo,770634,0.12601248263235101
2656,state,odisha,2019,2019-10-01,2019-12-31,Realme,403826,0.06603279483060931
2657,state,odisha,2019,2019-10-01,2019-12-31,Motorola,157752,0.0257952817553062
2658,state,odisha,2019,2019-10-01,2019-12-31,Lenovo,130673,0.02136737951221618
2659,state,odisha,2019,2019-10-01,2019-12-31,Micromax,114255,0.018682742006139445
2660,state,odisha,2019,2019-10-01,2019-12-31,Huawei,106292,0.017380648665848968
2661,state,odisha,2019,2019-10-01,2019-12-31,OnePlus,72420,0.011841969069927955
2662,state,odisha,2019,2019-10-01,2019-12-31,Others,586724,0.09593989865485239
2663,state,odisha,2021,2021-01-01,2021-03-31,Xiaomi,2614110,0.28312655170161755
2664,state,odisha,2021,2021-01-01,2021-03-31,Samsung,1605021,0.17383509536273603
2665,state,odisha,2021,2021-01-01,2021-03-31,Vivo,1523937,0.16505312623436194
2666,state,odisha,2021,2021-01-01,2021-03-31,Oppo,1237047,0.1339809156473258
2667,state,odisha,2021,2021-01-01,2021-03-31,Realme,742037,0.08036784107976067
2668,state,odisha,2021,2021-01-01,2021-03-31,Motorola,197806,0.02142378503042724
2669,state,odisha,2021,2021-01-01,2021-03-31,Lenovo,160152,0.017345591236832977
2670,state,odisha,2021,2021-01-01,2021-03-31,Huawei,145607,0.015770265143248533
2671,state,odisha,2021,2021-01-01,2021-03-31,Micromax,126538,0.013704957939497298
2672,state,odisha,2021,2021-01-01,2021-03-31,OnePlus,89904,0.009737237340502972
2673,state,odisha,2021,2021-01-01,2021-03-31,Others,790850,0.085654633283689
2674,state,odisha,2021,2021-04-01,2021-06-30,Xiaomi,2776465,0.28070537453686567
2675,state,odisha,2021,2021-04-01,2021-06-30,Samsung,1688178,0.1706776918761435
2676,state,odisha,2021,2021-04-01,2021-06-30,Vivo,1666083,0.16844384947208224
2677,state,odisha,2021,2021-04-01,2021-06-30,Oppo,1331944,0.13466182335528487
2678,state,odisha,2021,2021-04-01,2021-06-30,Realme,877531,0.08871988950795716
2679,state,odisha,2021,2021-04-01,2021-06-30,Motorola,196873,0.019904198036422703
2680,state,odisha,2021,2021-04-01,2021-06-30,Lenovo,154993,0.015670058191114392
2681,state,odisha,2021,2021-04-01,2021-06-30,Huawei,141842,0.01434046953052104
2682,state,odisha,2021,2021-04-01,2021-06-30,Micromax,122934,0.012428838293771052
2683,state,odisha,2021,2021-04-01,2021-06-30,OnePlus,100281,0.010138581132458514
2684,state,odisha,2021,2021-04-01,2021-06-30,Others,833905,0.08430922606737884
2685,state,odisha,2020,2020-01-01,2020-03-31,Xiaomi,1927219,0.2896779934375174
2686,state,odisha,2020,2020-01-01,2020-03-31,Samsung,1180711,0.1774712647133536
2687,state,odisha,2020,2020-01-01,2020-03-31,Vivo,1006170,0.1512362148033134
2688,state,odisha,2020,2020-01-01,2020-03-31,Oppo,851242,0.12794917157299673
2689,state,odisha,2020,2020-01-01,2020-03-31,Realme,458938,0.06898242439091112
2690,state,odisha,2020,2020-01-01,2020-03-31,Motorola,164789,0.0247692384002934
2691,state,odisha,2020,2020-01-01,2020-03-31,Lenovo,138741,0.02085399453176551
2692,state,odisha,2020,2020-01-01,2020-03-31,Huawei,115095,0.01729979242353415
2693,state,odisha,2020,2020-01-01,2020-03-31,Micromax,111642,0.01678077610450671
2694,state,odisha,2020,2020-01-01,2020-03-31,OnePlus,75301,0.011318403660320128
2695,state,odisha,2020,2020-01-01,2020-03-31,Others,623122,0.09366072596148788
2696,state,odisha,2020,2020-04-01,2020-06-30,Xiaomi,2091828,0.28819746731851675
2697,state,odisha,2020,2020-04-01,2020-06-30,Samsung,1283975,0.17689711730615162
2698,state,odisha,2020,2020-04-01,2020-06-30,Vivo,1122838,0.1546967856864851
2699,state,odisha,2020,2020-04-01,2020-06-30,Oppo,943406,0.12997589660961256
2700,state,odisha,2020,2020-04-01,2020-06-30,Realme,516701,0.07118745879725528
2701,state,odisha,2020,2020-04-01,2020-06-30,Motorola,174133,0.02399082982758395
2702,state,odisha,2020,2020-04-01,2020-06-30,Lenovo,144685,0.019933689843992717
2703,state,odisha,2020,2020-04-01,2020-06-30,Huawei,123415,0.01700325764313067
2704,state,odisha,2020,2020-04-01,2020-06-30,Micromax,116156,0.016003163268609864
2705,state,odisha,2020,2020-04-01,2020-06-30,OnePlus,77769,0.010714470231727335
2706,state,odisha,2020,2020-04-01,2020-06-30,Others,663409,0.09139986346693413
2707,state,odisha,2020,2020-07-01,2020-09-30,Xiaomi,2262871,0.2863757481723997
2708,state,odisha,2020,2020-07-01,2020-09-30,Samsung,1391798,0.17613783267134958
2709,state,odisha,2020,2020-07-01,2020-09-30,Vivo,1253856,0.15868069814870242
2710,state,odisha,2020,2020-07-01,2020-09-30,Oppo,1040287,0.1316526518475959
2711,state,odisha,2020,2020-07-01,2020-09-30,Realme,584452,0.07396483439438453
2712,state,odisha,2020,2020-07-01,2020-09-30,Motorola,183892,0.023272298369159762
2713,state,odisha,2020,2020-07-01,2020-09-30,Lenovo,152410,0.01928812017077219
2714,state,odisha,2020,2020-07-01,2020-09-30,Huawei,131407,0.016630103059383644
2715,state,odisha,2020,2020-07-01,2020-09-30,Micromax,120863,0.015295715951709463
2716,state,odisha,2020,2020-07-01,2020-09-30,OnePlus,81043,0.010256329131946004
2717,state,odisha,2020,2020-07-01,2020-09-30,Others,698876,0.08844566808259684
2718,state,odisha,2020,2020-10-01,2020-12-31,Xiaomi,2445630,0.28441688798756937
2719,state,odisha,2020,2020-10-01,2020-12-31,Samsung,1510338,0.17564620722242102
2720,state,odisha,2020,2020-10-01,2020-12-31,Vivo,1383491,0.16089441361890813
2721,state,odisha,2020,2020-10-01,2020-12-31,Oppo,1143995,0.1330419964480888
2722,state,odisha,2020,2020-10-01,2020-12-31,Realme,663117,0.07711782792640466
2723,state,odisha,2020,2020-10-01,2020-12-31,Motorola,193546,0.022508617821355683
2724,state,odisha,2020,2020-10-01,2020-12-31,Lenovo,159900,0.018595723960375177
2725,state,odisha,2020,2020-10-01,2020-12-31,Huawei,139630,0.01623840485670535
2726,state,odisha,2020,2020-10-01,2020-12-31,Micromax,125854,0.014636311715503798
2727,state,odisha,2020,2020-10-01,2020-12-31,OnePlus,84632,0.009842359663630219
2728,state,odisha,2020,2020-10-01,2020-12-31,Others,748618,0.08706124877903779
2729,state,odisha,2018,2018-01-01,2018-03-31,Xiaomi,432254,0.27117310690300905
2730,state,odisha,2018,2018-01-01,2018-03-31,Samsung,291313,0.1827542400792966
2731,state,odisha,2018,2018-01-01,2018-03-31,Vivo,191382,0.12006286013619696
2732,state,odisha,2018,2018-01-01,2018-03-31,Oppo,173390,0.10877563887416367
2733,state,odisha,2018,2018-01-01,2018-03-31,Realme,103671,0.06503765648378465
2734,state,odisha,2018,2018-01-01,2018-03-31,Lenovo,53212,0.03338237093126476
2735,state,odisha,2018,2018-01-01,2018-03-31,Motorola,52999,0.03324874609084607
2736,state,odisha,2018,2018-01-01,2018-03-31,Micromax,38784,0.024331013196237174
2737,state,odisha,2018,2018-01-01,2018-03-31,OnePlus,31934,0.02003368851610556
2738,state,odisha,2018,2018-01-01,2018-03-31,Apple,24617,0.01544339294172263
2739,state,odisha,2018,2018-01-01,2018-03-31,Others,200459,0.12575728584737283
2740,state,odisha,2018,2018-04-01,2018-06-30,Xiaomi,607315,0.27784805522602674
2741,state,odisha,2018,2018-04-01,2018-06-30,Samsung,392919,0.1797613759109444
2742,state,odisha,2018,2018-04-01,2018-06-30,Vivo,268230,0.12271586220211449
2743,state,odisha,2018,2018-04-01,2018-06-30,Oppo,239251,0.10945790086015021
2744,state,odisha,2018,2018-04-01,2018-06-30,Realme,138640,0.06342812935056165
2745,state,odisha,2018,2018-04-01,2018-06-30,Motorola,71433,0.03268076719488366
2746,state,odisha,2018,2018-04-01,2018-06-30,Lenovo,70247,0.032138169377444493
2747,state,odisha,2018,2018-04-01,2018-06-30,Micromax,59093,0.027035187880213068
2748,state,odisha,2018,2018-04-01,2018-06-30,OnePlus,38891,0.017792724888723986
2749,state,odisha,2018,2018-04-01,2018-06-30,Huawei,32639,0.01493242003659104
2750,state,odisha,2018,2018-04-01,2018-06-30,Others,267123,0.12220940707234622
2751,state,odisha,2018,2018-07-01,2018-09-30,Xiaomi,790969,0.2829215965272606
2752,state,odisha,2018,2018-07-01,2018-09-30,Samsung,503965,0.18026317389665195
2753,state,odisha,2018,2018-07-01,2018-09-30,Vivo,358344,0.1281760177528635
2754,state,odisha,2018,2018-07-01,2018-09-30,Oppo,313700,0.11220731132396043
2755,state,odisha,2018,2018-07-01,2018-09-30,Realme,177166,0.0633704830029352
2756,state,odisha,2018,2018-07-01,2018-09-30,Motorola,88475,0.03164661099581574
2757,state,odisha,2018,2018-07-01,2018-09-30,Lenovo,80055,0.02863486231443944
2758,state,odisha,2018,2018-07-01,2018-09-30,Micromax,70830,0.025335173290009935
2759,state,odisha,2018,2018-07-01,2018-09-30,OnePlus,45811,0.016386130503863408
2760,state,odisha,2018,2018-07-01,2018-09-30,Huawei,44291,0.01584244190580023
2761,state,odisha,2018,2018-07-01,2018-09-30,Others,322112,0.11521619848639955
2762,state,odisha,2018,2018-10-01,2018-12-31,Xiaomi,1029813,0.28417171393006063
2763,state,odisha,2018,2018-10-01,2018-12-31,Samsung,654448,0.1805916315273747
2764,state,odisha,2018,2018-10-01,2018-12-31,Vivo,483043,0.13329328452050837
2765,state,odisha,2018,2018-10-01,2018-12-31,Oppo,420246,0.11596476845043932
2766,state,odisha,2018,2018-10-01,2018-12-31,Realme,224527,0.061957095524696935
2767,state,odisha,2018,2018-10-01,2018-12-31,Motorola,110238,0.03041962123241989
2768,state,odisha,2018,2018-10-01,2018-12-31,Lenovo,100977,0.027864094896370248
2769,state,odisha,2018,2018-10-01,2018-12-31,Micromax,90586,0.02499675074801782
2770,state,odisha,2018,2018-10-01,2018-12-31,Huawei,58827,0.016233014552509705
2771,state,odisha,2018,2018-10-01,2018-12-31,OnePlus,53143,0.01466454336213003
2772,state,odisha,2018,2018-10-01,2018-12-31,Others,398063,0.10984348125547233
2773,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Xiaomi,1692888,0.26391980672246507
2774,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Samsung,1214286,0.1893061599029559
2775,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Vivo,1118407,0.17435870493325722
2776,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Oppo,713079,0.11116841271120632
2777,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Realme,347539,0.05418103602159079
2778,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Motorola,132833,0.02070855230019068
2779,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Micromax,115580,0.018018824199227894
2780,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Apple,114562,0.01786011886063286
2781,state,madhya-pradesh,2019,2019-01-01,2019-03-31,OnePlus,102145,0.015924319067573398
2782,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Lenovo,94449,0.014724519179727249
2783,state,madhya-pradesh,2019,2019-01-01,2019-03-31,Others,768635,0.11982954610117262
2784,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Xiaomi,1936039,0.2651682497001851
2785,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Samsung,1385430,0.18975446681710828
2786,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Vivo,1303162,0.17848668679494195
2787,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Oppo,827579,0.11334878838630291
2788,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Realme,396497,0.05430593882735539
2789,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Motorola,145364,0.019909680254074278
2790,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Apple,127711,0.017491849253791034
2791,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Micromax,120323,0.016479956916506007
2792,state,madhya-pradesh,2019,2019-04-01,2019-06-30,OnePlus,111156,0.01522440506811783
2793,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Lenovo,103102,0.014121294499020158
2794,state,madhya-pradesh,2019,2019-04-01,2019-06-30,Others,844809,0.11570868348259704
2795,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Xiaomi,2182732,0.2668159943984987
2796,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Samsung,1532795,0.18736804249630593
2797,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Vivo,1494051,0.18263199662032323
2798,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Oppo,939484,0.11484202260354416
2799,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Realme,456103,0.05575378722313983
2800,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Motorola,154465,0.01888171913673511
2801,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Apple,139917,0.017103379383385017
2802,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Micromax,129516,0.01583196669610193
2803,state,madhya-pradesh,2019,2019-07-01,2019-09-30,OnePlus,120190,0.014691961434915307
2804,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Huawei,113980,0.013932854350209226
2805,state,madhya-pradesh,2019,2019-07-01,2019-09-30,Others,917431,0.11214627565684154
2806,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Xiaomi,2450683,0.2673888226179759
2807,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Vivo,1711918,0.186783740874899
2808,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Samsung,1704518,0.18597634257517068
2809,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Oppo,1069906,0.11673517368501275
2810,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Realme,529253,0.05774567193595891
2811,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Motorola,165303,0.018035859613511528
2812,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Apple,150743,0.016447248904856947
2813,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Micromax,136341,0.014875877240980351
2814,state,madhya-pradesh,2019,2019-10-01,2019-12-31,OnePlus,127622,0.013924565649719414
2815,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Huawei,125734,0.013718569975410358
2816,state,madhya-pradesh,2019,2019-10-01,2019-12-31,Others,993220,0.10836812692650417
2817,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Xiaomi,3826173,0.25783832488949876
2818,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Vivo,3171754,0.21373830674189778
2819,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Samsung,2620433,0.1765858614352158
2820,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Oppo,1846729,0.12444746013441085
2821,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Realme,1015817,0.06845392345674803
2822,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Motorola,211488,0.014251763225089486
2823,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Apple,210736,0.014201087413954731
2824,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Tecno,184784,0.012452232825431871
2825,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Huawei,173653,0.01170213647737207
2826,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Micromax,165359,0.011143220017861876
2827,state,madhya-pradesh,2021,2021-01-01,2021-03-31,Others,1412501,0.09518568338251875
2828,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Xiaomi,4052668,0.2542302568826734
2829,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Vivo,3483187,0.21850581537406683
2830,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Samsung,2757784,0.17300014083239157
2831,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Oppo,2001363,0.1255486582186051
2832,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Realme,1196164,0.0750372547156111
2833,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Tecno,240188,0.015067372145987672
2834,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Apple,228017,0.014303866115757952
2835,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Motorola,210526,0.013206628093019639
2836,state,madhya-pradesh,2021,2021-04-01,2021-06-30,OnePlus,182565,0.011452590453445799
2837,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Huawei,171485,0.010757524574311356
2838,state,madhya-pradesh,2021,2021-04-01,2021-06-30,Others,1416988,0.08888989259412952
2839,state,madhya-pradesh,2020,2020-01-01,2020-03-31,Xiaomi,2697286,0.26570657303333706
2840,state,madhya-pradesh,2020,2020-01-01,2020-03-31,Vivo,1956817,0.19276381485811128
2841,state,madhya-pradesh,2020,2020-01-01,2020-03-31,Samsung,1873824,0.1845882689146126
2842,state,madhya-pradesh,2020,2020-01-01,2020-03-31,Oppo,1206327,0.11883389938166973
