id,aggregated_by,aggregate_name,year,start_date,end_date,brand,count,percentage
790,state,haryana,2019,2019-04-01,2019-06-30,Huawei,92344,0.017833809383105158
791,state,haryana,2019,2019-04-01,2019-06-30,Lenovo,72976,0.014093390729679047
792,state,haryana,2019,2019-04-01,2019-06-30,Others,456255,0.08811362622464528
793,state,haryana,2019,2019-07-01,2019-09-30,Xiaomi,1453801,0.2513594981250925
794,state,haryana,2019,2019-07-01,2019-09-30,Samsung,1177753,0.20363131060944523
795,state,haryana,2019,2019-07-01,2019-09-30,Vivo,977699,0.16904234483082953
796,state,haryana,2019,2019-07-01,2019-09-30,Oppo,699529,0.12094726744853514
797,state,haryana,2019,2019-07-01,2019-09-30,Realme,278941,0.04822838185316383
798,state,haryana,2019,2019-07-01,2019-09-30,Apple,268393,0.04640465220500464
799,state,haryana,2019,2019-07-01,2019-09-30,Motorola,129804,0.022442870994468643
800,state,haryana,2019,2019-07-01,2019-09-30,OnePlus,123917,0.0214250196066498
801,state,haryana,2019,2019-07-01,2019-09-30,Huawei,103942,0.017971379132438597
802,state,haryana,2019,2019-07-01,2019-09-30,Lenovo,73965,0.012788411397999085
803,state,haryana,2019,2019-07-01,2019-09-30,Others,496008,0.08575886379637301
804,state,haryana,2019,2019-10-01,2019-12-31,Xiaomi,1597800,0.2509628646269115
805,state,haryana,2019,2019-10-01,2019-12-31,Samsung,1285177,0.20185987074265876
806,state,haryana,2019,2019-10-01,2019-12-31,Vivo,1103105,0.1732622298061517
807,state,haryana,2019,2019-10-01,2019-12-31,Oppo,785251,0.12333761447687248
808,state,haryana,2019,2019-10-01,2019-12-31,Realme,319391,0.05016602847418568
809,state,haryana,2019,2019-10-01,2019-12-31,Apple,288206,0.045267870423497086
810,state,haryana,2019,2019-10-01,2019-12-31,Motorola,136766,0.021481529067195002
811,state,haryana,2019,2019-10-01,2019-12-31,OnePlus,130817,0.020547132971522514
812,state,haryana,2019,2019-10-01,2019-12-31,Huawei,113928,0.017894415597205386
813,state,haryana,2019,2019-10-01,2019-12-31,Lenovo,76631,0.012036259406199056
814,state,haryana,2019,2019-10-01,2019-12-31,Others,529607,0.08318418440760089
815,state,haryana,2021,2021-01-01,2021-03-31,Xiaomi,2382996,0.24247242927154872
816,state,haryana,2021,2021-01-01,2021-03-31,Vivo,1922898,0.1956569584260328
817,state,haryana,2021,2021-01-01,2021-03-31,Samsung,1913165,0.19466661511278344
818,state,haryana,2021,2021-01-01,2021-03-31,Oppo,1300515,0.13232881270219848
819,state,haryana,2021,2021-01-01,2021-03-31,Realme,577867,0.05879859441050763
820,state,haryana,2021,2021-01-01,2021-03-31,Apple,401563,0.04085947106733327
821,state,haryana,2021,2021-01-01,2021-03-31,Motorola,169504,0.017247215963117266
822,state,haryana,2021,2021-01-01,2021-03-31,OnePlus,165335,0.016823015688491087
823,state,haryana,2021,2021-01-01,2021-03-31,Huawei,157570,0.01603291851111707
824,state,haryana,2021,2021-01-01,2021-03-31,Lenovo,92713,0.009433648371651945
825,state,haryana,2021,2021-01-01,2021-03-31,Others,743779,0.07568032047521826
826,state,haryana,2021,2021-04-01,2021-06-30,Xiaomi,2505880,0.23796188515101807
827,state,haryana,2021,2021-04-01,2021-06-30,Vivo,2114734,0.2008181114949451
828,state,haryana,2021,2021-04-01,2021-06-30,Samsung,2016108,0.19145244798156685
829,state,haryana,2021,2021-04-01,2021-06-30,Oppo,1416092,0.13447408569735003
830,state,haryana,2021,2021-04-01,2021-06-30,Realme,673053,0.06391405840924073
831,state,haryana,2021,2021-04-01,2021-06-30,Apple,434298,0.041241548197566064
832,state,haryana,2021,2021-04-01,2021-06-30,OnePlus,181344,0.01722068099862173
833,state,haryana,2021,2021-04-01,2021-06-30,Motorola,169562,0.01610184572684124
834,state,haryana,2021,2021-04-01,2021-06-30,Huawei,154484,0.014670017664720527
835,state,haryana,2021,2021-04-01,2021-06-30,Tecno,108879,0.010339302797164149
836,state,haryana,2021,2021-04-01,2021-06-30,Others,756160,0.0718060158809655
837,state,haryana,2020,2020-01-01,2020-03-31,Xiaomi,1753322,0.24980473786717616
838,state,haryana,2020,2020-01-01,2020-03-31,Samsung,1400065,0.19947440933382915
839,state,haryana,2020,2020-01-01,2020-03-31,Vivo,1250165,0.17811739093886822
840,state,haryana,2020,2020-01-01,2020-03-31,Oppo,881733,0.12562500267140825
841,state,haryana,2020,2020-01-01,2020-03-31,Realme,364011,0.05186250582366996
842,state,haryana,2020,2020-01-01,2020-03-31,Apple,308315,0.043927212317827764
843,state,haryana,2020,2020-01-01,2020-03-31,Motorola,143514,0.020447172367808034
844,state,haryana,2020,2020-01-01,2020-03-31,OnePlus,137007,0.01952008685282464
845,state,haryana,2020,2020-01-01,2020-03-31,Huawei,123916,0.017654945239692996
846,state,haryana,2020,2020-01-01,2020-03-31,Lenovo,80705,0.011498453432723967
847,state,haryana,2020,2020-01-01,2020-03-31,Others,576017,0.08206808315417088
848,state,haryana,2020,2020-04-01,2020-06-30,Xiaomi,1914791,0.24922834906398358
849,state,haryana,2020,2020-04-01,2020-06-30,Samsung,1520490,0.19790630542356652
850,state,haryana,2020,2020-04-01,2020-06-30,Vivo,1398622,0.18204402048294924
851,state,haryana,2020,2020-04-01,2020-06-30,Oppo,984512,0.12814364617009408
852,state,haryana,2020,2020-04-01,2020-06-30,Realme,407778,0.05307620399542984
853,state,haryana,2020,2020-04-01,2020-06-30,Apple,326534,0.04250152091442816
854,state,haryana,2020,2020-04-01,2020-06-30,Motorola,151138,0.019672055185569783
855,state,haryana,2020,2020-04-01,2020-06-30,OnePlus,142338,0.018526651080493534
856,state,haryana,2020,2020-04-01,2020-06-30,Huawei,133152,0.017331005386262803
857,state,haryana,2020,2020-04-01,2020-06-30,Lenovo,83928,0.010924031333049932
858,state,haryana,2020,2020-04-01,2020-06-30,Others,619595,0.08064621096417254
859,state,haryana,2020,2020-07-01,2020-09-30,Xiaomi,2075024,0.24706149057200444
860,state,haryana,2020,2020-07-01,2020-09-30,Samsung,1655037,0.19705598979665706
861,state,haryana,2020,2020-07-01,2020-09-30,Vivo,1573430,0.18733950118683396
862,state,haryana,2020,2020-07-01,2020-09-30,Oppo,1092131,0.13003392382926354
863,state,haryana,2020,2020-07-01,2020-09-30,Realme,459785,0.05474402582459242
864,state,haryana,2020,2020-07-01,2020-09-30,Apple,348330,0.041473702960036274
865,state,haryana,2020,2020-07-01,2020-09-30,Motorola,158324,0.018850752296514176
866,state,haryana,2020,2020-07-01,2020-09-30,OnePlus,149108,0.01775345477267272
867,state,haryana,2020,2020-07-01,2020-09-30,Huawei,142260,0.016938101751484972
868,state,haryana,2020,2020-07-01,2020-09-30,Lenovo,87838,0.010458378895310958
869,state,haryana,2020,2020-07-01,2020-09-30,Others,657549,0.07829067811462949
870,state,haryana,2020,2020-10-01,2020-12-31,Xiaomi,2236661,0.24498270676930556
871,state,haryana,2020,2020-10-01,2020-12-31,Samsung,1795147,0.19662343605436788
872,state,haryana,2020,2020-10-01,2020-12-31,Vivo,1744266,0.19105041220179075
873,state,haryana,2020,2020-10-01,2020-12-31,Oppo,1196039,0.13100280803467912
874,state,haryana,2020,2020-10-01,2020-12-31,Realme,514733,0.056378987966207196
875,state,haryana,2020,2020-10-01,2020-12-31,Apple,374080,0.040973187688372006
876,state,haryana,2020,2020-10-01,2020-12-31,Motorola,165075,0.018080755340189287
877,state,haryana,2020,2020-10-01,2020-12-31,OnePlus,156430,0.017133863745968866
878,state,haryana,2020,2020-10-01,2020-12-31,Huawei,151226,0.016563866770107318
879,state,haryana,2020,2020-10-01,2020-12-31,Lenovo,91990,0.010075715182456535
880,state,haryana,2020,2020-10-01,2020-12-31,Others,704226,0.07713426024655545
881,state,haryana,2018,2018-01-01,2018-03-31,Xiaomi,444407,0.2405636809777428
882,state,haryana,2018,2018-01-01,2018-03-31,Samsung,394835,0.21372966892701303
883,state,haryana,2018,2018-01-01,2018-03-31,Vivo,256267,0.13872088610918193
884,state,haryana,2018,2018-01-01,2018-03-31,Oppo,192587,0.10425001772802983
885,state,haryana,2018,2018-01-01,2018-03-31,Apple,100085,0.05417740046996872
886,state,haryana,2018,2018-01-01,2018-03-31,Realme,89281,0.04832904522515139
887,state,haryana,2018,2018-01-01,2018-03-31,OnePlus,55486,0.030035342383740664
888,state,haryana,2018,2018-01-01,2018-03-31,Motorola,53420,0.02891698789134964
889,state,haryana,2018,2018-01-01,2018-03-31,Lenovo,34977,0.018933535856902592
890,state,haryana,2018,2018-01-01,2018-03-31,Huawei,29629,0.016038589184440257
891,state,haryana,2018,2018-01-01,2018-03-31,Others,196383,0.10630484524647917
892,state,haryana,2018,2018-04-01,2018-06-30,Xiaomi,599986,0.24517033811004402
893,state,haryana,2018,2018-04-01,2018-06-30,Samsung,516011,0.210855905535299
894,state,haryana,2018,2018-04-01,2018-06-30,Vivo,351564,0.1436584599429312
895,state,haryana,2018,2018-04-01,2018-06-30,Oppo,260510,0.10645135850011095
896,state,haryana,2018,2018-04-01,2018-06-30,Apple,127528,0.05211135406242428
897,state,haryana,2018,2018-04-01,2018-06-30,Realme,116691,0.04768306581220086
898,state,haryana,2018,2018-04-01,2018-06-30,Motorola,68775,0.02810330574966462
899,state,haryana,2018,2018-04-01,2018-06-30,OnePlus,67358,0.0275242816239318
900,state,haryana,2018,2018-04-01,2018-06-30,Lenovo,44001,0.017979986278313237
901,state,haryana,2018,2018-04-01,2018-06-30,Huawei,39423,0.016109292949022583
902,state,haryana,2018,2018-04-01,2018-06-30,Others,255374,0.10435265143605747
903,state,haryana,2018,2018-07-01,2018-09-30,Xiaomi,751015,0.24864769477399998
904,state,haryana,2018,2018-07-01,2018-09-30,Samsung,630157,0.208633762835229
905,state,haryana,2018,2018-07-01,2018-09-30,Vivo,451732,0.14956042216952864
906,state,haryana,2018,2018-07-01,2018-09-30,Oppo,328450,0.10874394698976757
907,state,haryana,2018,2018-07-01,2018-09-30,Apple,152459,0.0504764603870086
908,state,haryana,2018,2018-07-01,2018-09-30,Realme,143729,0.0475861128235418
909,state,haryana,2018,2018-07-01,2018-09-30,Motorola,81942,0.02712953723317258
910,state,haryana,2018,2018-07-01,2018-09-30,OnePlus,79279,0.026247865347546914
911,state,haryana,2018,2018-07-01,2018-09-30,Huawei,50399,0.016686211552252386
912,state,haryana,2018,2018-07-01,2018-09-30,Lenovo,49707,0.01645710267322386
913,state,haryana,2018,2018-07-01,2018-09-30,Others,301529,0.09983088321472866
914,state,haryana,2018,2018-10-01,2018-12-31,Xiaomi,948615,0.25009102104121744
915,state,haryana,2018,2018-10-01,2018-12-31,Samsung,785842,0.20717786262822366
916,state,haryana,2018,2018-10-01,2018-12-31,Vivo,591623,0.155974341689166
917,state,haryana,2018,2018-10-01,2018-12-31,Oppo,427382,0.11267416259982985
918,state,haryana,2018,2018-10-01,2018-12-31,Apple,187472,0.049424754928647674
919,state,haryana,2018,2018-10-01,2018-12-31,Realme,179167,0.04723524081623399
920,state,haryana,2018,2018-10-01,2018-12-31,Motorola,98841,0.02605824977544628
921,state,haryana,2018,2018-10-01,2018-12-31,OnePlus,93582,0.024671777202636698
922,state,haryana,2018,2018-10-01,2018-12-31,Huawei,65203,0.01718999261549786
923,state,haryana,2018,2018-10-01,2018-12-31,Lenovo,59641,0.01572363770962851
924,state,haryana,2018,2018-10-01,2018-12-31,Others,355711,0.09377895899347206
925,state,gujarat,2019,2019-01-01,2019-03-31,Xiaomi,1611706,0.24226941425044524
926,state,gujarat,2019,2019-01-01,2019-03-31,Samsung,1419211,0.21333383239113626
927,state,gujarat,2019,2019-01-01,2019-03-31,Vivo,1271697,0.19115973216830393
928,state,gujarat,2019,2019-01-01,2019-03-31,Oppo,837507,0.1258928925751022
929,state,gujarat,2019,2019-01-01,2019-03-31,Apple,266733,0.040094935224702276
930,state,gujarat,2019,2019-01-01,2019-03-31,Realme,248960,0.03742332247431656
931,state,gujarat,2019,2019-01-01,2019-03-31,OnePlus,164369,0.024707720484338603
932,state,gujarat,2019,2019-01-01,2019-03-31,Lenovo,143180,0.02152261934396146
933,state,gujarat,2019,2019-01-01,2019-03-31,Motorola,124721,0.018747888023454513
934,state,gujarat,2019,2019-01-01,2019-03-31,Huawei,81525,0.012254725115354505
935,state,gujarat,2019,2019-01-01,2019-03-31,Others,482927,0.07259291794888445
936,state,gujarat,2019,2019-04-01,2019-06-30,Xiaomi,1819154,0.24016359842606486
937,state,gujarat,2019,2019-04-01,2019-06-30,Samsung,1612210,0.21284297811976666
938,state,gujarat,2019,2019-04-01,2019-06-30,Vivo,1487567,0.19638768549549188
939,state,gujarat,2019,2019-04-01,2019-06-30,Oppo,976688,0.12894175238575536
940,state,gujarat,2019,2019-04-01,2019-06-30,Apple,301303,0.03977783777325538
941,state,gujarat,2019,2019-04-01,2019-06-30,Realme,281975,0.03722616703489075
942,state,gujarat,2019,2019-04-01,2019-06-30,OnePlus,180243,0.023795570617500886
943,state,gujarat,2019,2019-04-01,2019-06-30,Lenovo,158443,0.0209175479510921
944,state,gujarat,2019,2019-04-01,2019-06-30,Motorola,134995,0.017821957332653873
945,state,gujarat,2019,2019-04-01,2019-06-30,Huawei,92218,0.012174563956462646
946,state,gujarat,2019,2019-04-01,2019-06-30,Others,529849,0.06995034090706562
947,state,gujarat,2019,2019-07-01,2019-09-30,Xiaomi,2007322,0.23813629104863882
948,state,gujarat,2019,2019-07-01,2019-09-30,Samsung,1784247,0.21167205007201667
949,state,gujarat,2019,2019-07-01,2019-09-30,Vivo,1706171,0.2024095953886557
950,state,gujarat,2019,2019-07-01,2019-09-30,Oppo,1111618,0.13187549759475847
951,state,gujarat,2019,2019-07-01,2019-09-30,Apple,330663,0.039227817164867444
952,state,gujarat,2019,2019-07-01,2019-09-30,Realme,318122,0.03774003033941494
953,state,gujarat,2019,2019-07-01,2019-09-30,OnePlus,194687,0.02309646389337951
954,state,gujarat,2019,2019-07-01,2019-09-30,Lenovo,161748,0.019188784263080478
955,state,gujarat,2019,2019-07-01,2019-09-30,Motorola,141326,0.016766044246383952
956,state,gujarat,2019,2019-07-01,2019-09-30,Huawei,102241,0.012129241114830545
957,state,gujarat,2019,2019-07-01,2019-09-30,Others,571154,0.0677581848739735
958,state,gujarat,2019,2019-10-01,2019-12-31,Xiaomi,2194279,0.2353417314122709
959,state,gujarat,2019,2019-10-01,2019-12-31,Samsung,1961599,0.21038623848497806
960,state,gujarat,2019,2019-10-01,2019-12-31,Vivo,1944394,0.20854096061058372
961,state,gujarat,2019,2019-10-01,2019-12-31,Oppo,1262789,0.13543717534022345
962,state,gujarat,2019,2019-10-01,2019-12-31,Realme,362885,0.038920294184806
963,state,gujarat,2019,2019-10-01,2019-12-31,Apple,353958,0.03796285183753961
964,state,gujarat,2019,2019-10-01,2019-12-31,OnePlus,206534,0.02215127117176164
965,state,gujarat,2019,2019-10-01,2019-12-31,Lenovo,169920,0.0182243310907925
966,state,gujarat,2019,2019-10-01,2019-12-31,Motorola,147476,0.015817157791582593
967,state,gujarat,2019,2019-10-01,2019-12-31,Huawei,111054,0.011910810175122823
968,state,gujarat,2019,2019-10-01,2019-12-31,Others,608911,0.06530717790033869
969,state,gujarat,2021,2021-01-01,2021-03-31,Vivo,3492512,0.2380696662046393
970,state,gujarat,2021,2021-01-01,2021-03-31,Xiaomi,3197714,0.21797454227727833
971,state,gujarat,2021,2021-01-01,2021-03-31,Samsung,2987011,0.20361181628569516
972,state,gujarat,2021,2021-01-01,2021-03-31,Oppo,2188804,0.14920144516822828
973,state,gujarat,2021,2021-01-01,2021-03-31,Realme,666628,0.04544119116631991
974,state,gujarat,2021,2021-01-01,2021-03-31,Apple,489078,0.03333836396497208
975,state,gujarat,2021,2021-01-01,2021-03-31,OnePlus,264150,0.018005980316733478
976,state,gujarat,2021,2021-01-01,2021-03-31,Lenovo,224880,0.015329111692701208
977,state,gujarat,2021,2021-01-01,2021-03-31,Motorola,174216,0.011875562622979516
978,state,gujarat,2021,2021-01-01,2021-03-31,Huawei,149907,0.010218521640509426
979,state,gujarat,2021,2021-01-01,2021-03-31,Others,835226,0.056933798659943344
980,state,gujarat,2021,2021-04-01,2021-06-30,Vivo,3834323,0.2436659652804614
981,state,gujarat,2021,2021-04-01,2021-06-30,Xiaomi,3362430,0.21367781265114644
982,state,gujarat,2021,2021-04-01,2021-06-30,Samsung,3154317,0.20045251706900255
983,state,gujarat,2021,2021-04-01,2021-06-30,Oppo,2364362,0.15025196077702432
984,state,gujarat,2021,2021-04-01,2021-06-30,Realme,790357,0.050226102840363114
985,state,gujarat,2021,2021-04-01,2021-06-30,Apple,529166,0.033627773190625994
986,state,gujarat,2021,2021-04-01,2021-06-30,OnePlus,293085,0.018625149585526315
987,state,gujarat,2021,2021-04-01,2021-06-30,Lenovo,218253,0.013869678668269872
988,state,gujarat,2021,2021-04-01,2021-06-30,Motorola,173429,0.0110211749747283
989,state,gujarat,2021,2021-04-01,2021-06-30,Huawei,146703,0.009322774347528762
990,state,gujarat,2021,2021-04-01,2021-06-30,Others,869556,0.055259090615322935
991,state,gujarat,2020,2020-01-01,2020-03-31,Xiaomi,2375291,0.23151338670581997
992,state,gujarat,2020,2020-01-01,2020-03-31,Vivo,2206536,0.21506527926401992
993,state,gujarat,2020,2020-01-01,2020-03-31,Samsung,2139753,0.20855611533236912
994,state,gujarat,2020,2020-01-01,2020-03-31,Oppo,1429059,0.13928663430814683
995,state,gujarat,2020,2020-01-01,2020-03-31,Realme,411217,0.040080242943288706
996,state,gujarat,2020,2020-01-01,2020-03-31,Apple,377075,0.03675251170997451
997,state,gujarat,2020,2020-01-01,2020-03-31,OnePlus,216733,0.021124397322649088
998,state,gujarat,2020,2020-01-01,2020-03-31,Lenovo,183981,0.017932145745310137
999,state,gujarat,2020,2020-01-01,2020-03-31,Motorola,152517,0.014865432151349684
1000,state,gujarat,2020,2020-01-01,2020-03-31,Huawei,119412,0.011638774589435725
1001,state,gujarat,2020,2020-01-01,2020-03-31,Others,648269,0.06318507992763632
1002,state,gujarat,2020,2020-04-01,2020-06-30,Xiaomi,2596510,0.22791083765622014
1003,state,gujarat,2020,2020-04-01,2020-06-30,Vivo,2517289,0.2209571480998682
1004,state,gujarat,2020,2020-04-01,2020-06-30,Samsung,2358840,0.20704915455630762
1005,state,gujarat,2020,2020-04-01,2020-06-30,Oppo,1638925,0.14385801310440577
1006,state,gujarat,2020,2020-04-01,2020-06-30,Realme,464677,0.04078741245347771
1007,state,gujarat,2020,2020-04-01,2020-06-30,Apple,399962,0.0351069991837725
1008,state,gujarat,2020,2020-04-01,2020-06-30,OnePlus,225499,0.019793363391876012
1009,state,gujarat,2020,2020-04-01,2020-06-30,Lenovo,199446,0.017506539519271055
1010,state,gujarat,2020,2020-04-01,2020-06-30,Motorola,159087,0.013963994527352136
1011,state,gujarat,2020,2020-04-01,2020-06-30,Huawei,128197,0.011252598932803823
1012,state,gujarat,2020,2020-04-01,2020-06-30,Others,704225,0.06181393857464505
1013,state,gujarat,2020,2020-07-01,2020-09-30,Vivo,2833786,0.22728751804541714
1014,state,gujarat,2020,2020-07-01,2020-09-30,Xiaomi,2792901,0.22400828306603376
1015,state,gujarat,2020,2020-07-01,2020-09-30,Samsung,2570866,0.20619967505215617
1016,state,gujarat,2020,2020-07-01,2020-09-30,Oppo,1827108,0.14654559042952645
1017,state,gujarat,2020,2020-07-01,2020-09-30,Realme,525717,0.04216582061040691
1018,state,gujarat,2020,2020-07-01,2020-09-30,Apple,425591,0.03413508362751003
1019,state,gujarat,2020,2020-07-01,2020-09-30,OnePlus,236755,0.01898924489528946
1020,state,gujarat,2020,2020-07-01,2020-09-30,Lenovo,211958,0.01700036902923175
1021,state,gujarat,2020,2020-07-01,2020-09-30,Motorola,164618,0.013203402319582523
1022,state,gujarat,2020,2020-07-01,2020-09-30,Huawei,135946,0.010903727002745542
1023,state,gujarat,2020,2020-07-01,2020-09-30,Others,742601,0.05956128592210026
1024,state,gujarat,2020,2020-10-01,2020-12-31,Vivo,3159752,0.23224585476600385
1025,state,gujarat,2020,2020-10-01,2020-12-31,Xiaomi,2998305,0.2203792916577577
1026,state,gujarat,2020,2020-10-01,2020-12-31,Samsung,2800655,0.20585176127103727
1027,state,gujarat,2020,2020-10-01,2020-12-31,Oppo,2016643,0.14822586623661552
1028,state,gujarat,2020,2020-10-01,2020-12-31,Realme,592948,0.04358244415757707
1029,state,gujarat,2020,2020-10-01,2020-12-31,Apple,456563,0.03355797043234122
1030,state,gujarat,2020,2020-10-01,2020-12-31,OnePlus,249222,0.018318139023724967
1031,state,gujarat,2020,2020-10-01,2020-12-31,Lenovo,223106,0.016398579278824432
1032,state,gujarat,2020,2020-10-01,2020-12-31,Motorola,170289,0.012516461533135521
1033,state,gujarat,2020,2020-10-01,2020-12-31,Huawei,144035,0.010586758609922984
1034,state,gujarat,2020,2020-10-01,2020-12-31,Others,793685,0.05833687303305948
1035,state,gujarat,2018,2018-01-01,2018-03-31,Xiaomi,655082,0.2435205617148839
1036,state,gujarat,2018,2018-01-01,2018-03-31,Samsung,589816,0.21925854111153406
1037,state,gujarat,2018,2018-01-01,2018-03-31,Vivo,424397,0.15776558633897983
1038,state,gujarat,2018,2018-01-01,2018-03-31,Oppo,297896,0.11074003140464408
1039,state,gujarat,2018,2018-01-01,2018-03-31,Apple,124833,0.04640549164921964
1040,state,gujarat,2018,2018-01-01,2018-03-31,Realme,107796,0.040072147411496006
1041,state,gujarat,2018,2018-01-01,2018-03-31,OnePlus,85786,0.03189013727636087
1042,state,gujarat,2018,2018-01-01,2018-03-31,Lenovo,74654,0.02775192115531024
1043,state,gujarat,2018,2018-01-01,2018-03-31,Motorola,65692,0.024420382089836316
1044,state,gujarat,2018,2018-01-01,2018-03-31,Huawei,32104,0.01193435953559193
1045,state,gujarat,2018,2018-01-01,2018-03-31,Others,231992,0.08624084031214313
1046,state,gujarat,2018,2018-04-01,2018-06-30,Xiaomi,877057,0.24596187418058935
1047,state,gujarat,2018,2018-04-01,2018-06-30,Samsung,771605,0.21638891420638984
1048,state,gujarat,2018,2018-04-01,2018-06-30,Vivo,588311,0.16498594294447988
1049,state,gujarat,2018,2018-04-01,2018-06-30,Oppo,406366,0.11396128525656755
1050,state,gujarat,2018,2018-04-01,2018-06-30,Apple,158941,0.044573415689216384
1051,state,gujarat,2018,2018-04-01,2018-06-30,Realme,139735,0.03918728484992954
1052,state,gujarat,2018,2018-04-01,2018-06-30,OnePlus,104673,0.029354497206116395
1053,state,gujarat,2018,2018-04-01,2018-06-30,Lenovo,94848,0.02659917410416944
1054,state,gujarat,2018,2018-04-01,2018-06-30,Motorola,82342,0.02309199133440368
1055,state,gujarat,2018,2018-04-01,2018-06-30,Huawei,42387,0.011887010719819397
1056,state,gujarat,2018,2018-04-01,2018-06-30,Others,299560,0.08400860950831855
1057,state,gujarat,2018,2018-07-01,2018-09-30,Xiaomi,1090580,0.24600383065621248
1058,state,gujarat,2018,2018-07-01,2018-09-30,Samsung,952941,0.21495638686695315
1059,state,gujarat,2018,2018-07-01,2018-09-30,Vivo,773925,0.1745754686869457
1060,state,gujarat,2018,2018-07-01,2018-09-30,Oppo,521622,0.11766308767312335
1061,state,gujarat,2018,2018-07-01,2018-09-30,Apple,186759,0.042127518760222624
1062,state,gujarat,2018,2018-07-01,2018-09-30,Realme,171742,0.03874011066089535
1063,state,gujarat,2018,2018-07-01,2018-09-30,OnePlus,121797,0.02747393915387657
1064,state,gujarat,2018,2018-07-01,2018-09-30,Lenovo,107576,0.024266086015397967
1065,state,gujarat,2018,2018-07-01,2018-09-30,Motorola,95285,0.021493585985509735
1066,state,gujarat,2018,2018-07-01,2018-09-30,Huawei,53733,0.01212063657196195
1067,state,gujarat,2018,2018-07-01,2018-09-30,Others,357223,0.08057934896890112
1068,state,gujarat,2018,2018-10-01,2018-12-31,Xiaomi,1363826,0.24445531847773094
1069,state,gujarat,2018,2018-10-01,2018-12-31,Samsung,1194869,0.2141710760274169
1070,state,gujarat,2018,2018-10-01,2018-12-31,Vivo,1025717,0.18385188132725344
1071,state,gujarat,2018,2018-10-01,2018-12-31,Oppo,679260,0.12175212939860622
1072,state,gujarat,2018,2018-10-01,2018-12-31,Apple,230209,0.041263192233789325
1073,state,gujarat,2018,2018-10-01,2018-12-31,Realme,212094,0.03801621784393014
1074,state,gujarat,2018,2018-10-01,2018-12-31,OnePlus,145412,0.02606398233387823
1075,state,gujarat,2018,2018-10-01,2018-12-31,Lenovo,127399,0.0228352906593249
1076,state,gujarat,2018,2018-10-01,2018-12-31,Motorola,112287,0.020126580917147037
1077,state,gujarat,2018,2018-10-01,2018-12-31,Huawei,68005,0.012189373082107316
1078,state,gujarat,2018,2018-10-01,2018-12-31,Others,419962,0.07527495769881556
1079,state,sikkim,2019,2019-01-01,2019-03-31,Samsung,17397,0.29508446977406877
1080,state,sikkim,2019,2019-01-01,2019-03-31,Xiaomi,13387,0.22706764366646312
1081,state,sikkim,2019,2019-01-01,2019-03-31,Vivo,7997,0.13564353076870886
1082,state,sikkim,2019,2019-01-01,2019-03-31,Oppo,5660,0.09600379944365289
1083,state,sikkim,2019,2019-01-01,2019-03-31,Realme,2237,0.037943551122871295
1084,state,sikkim,2019,2019-01-01,2019-03-31,Apple,2138,0.03626433272270846
1085,state,sikkim,2019,2019-01-01,2019-03-31,Motorola,1274,0.021609335775832825
1086,state,sikkim,2019,2019-01-01,2019-03-31,Lenovo,1168,0.019811384761517063
1087,state,sikkim,2019,2019-01-01,2019-03-31,OnePlus,1088,0.01845444059976932
1088,state,sikkim,2019,2019-01-01,2019-03-31,Huawei,849,0.014400569916547933
1089,state,sikkim,2019,2019-01-01,2019-03-31,Others,5761,0.09771694144785942
1090,state,sikkim,2019,2019-04-01,2019-06-30,Samsung,21576,0.3038916041071001
1091,state,sikkim,2019,2019-04-01,2019-06-30,Xiaomi,16005,0.22542571022127073
1092,state,sikkim,2019,2019-04-01,2019-06-30,Vivo,9656,0.1360019155199369
1093,state,sikkim,2019,2019-04-01,2019-06-30,Oppo,6810,0.09591684389920985
1094,state,sikkim,2019,2019-04-01,2019-06-30,Realme,2677,0.03770475640501979
1095,state,sikkim,2019,2019-04-01,2019-06-30,Apple,2509,0.03533852589473091
1096,state,sikkim,2019,2019-04-01,2019-06-30,Motorola,1473,0.020746771081282835
1097,state,sikkim,2019,2019-04-01,2019-06-30,Lenovo,1289,0.01815518528429978
1098,state,sikkim,2019,2019-04-01,2019-06-30,OnePlus,1220,0.017183340610431135
1099,state,sikkim,2019,2019-04-01,2019-06-30,Huawei,1001,0.01409879012380456
1100,state,sikkim,2019,2019-04-01,2019-06-30,Others,6783,0.09553655685291342
1101,state,sikkim,2019,2019-07-01,2019-09-30,Samsung,25449,0.3098699590882525
1102,state,sikkim,2019,2019-07-01,2019-09-30,Xiaomi,18366,0.22362653419053186
1103,state,sikkim,2019,2019-07-01,2019-09-30,Vivo,11399,0.13879553867134228
1104,state,sikkim,2019,2019-07-01,2019-09-30,Oppo,7934,0.09660529904539256
1105,state,sikkim,2019,2019-07-01,2019-09-30,Realme,3080,0.037502435223066434
1106,state,sikkim,2019,2019-07-01,2019-09-30,Apple,2833,0.03449493473602182
1107,state,sikkim,2019,2019-07-01,2019-09-30,Motorola,1581,0.019250438340151957
1108,state,sikkim,2019,2019-07-01,2019-09-30,OnePlus,1352,0.016462107929086305
1109,state,sikkim,2019,2019-07-01,2019-09-30,Lenovo,1279,0.015573251509838302
1110,state,sikkim,2019,2019-07-01,2019-09-30,Huawei,1126,0.013710305864017143
1111,state,sikkim,2019,2019-07-01,2019-09-30,Others,7729,0.09410919540229885
1112,state,sikkim,2019,2019-10-01,2019-12-31,Samsung,29310,0.31525620616959943
